"id","lat","lon","date","country","species","database"
"4507646259",-29.315197,-50.981673,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4641454371",-29.36669,-50.871624,2023-08-01,"Brazil","Amazona vinacea","Gbif"
"4695286957",-29.36711,-50.87922,2023-08-01,"Brazil","Amazona vinacea","Gbif"
"4779082750",-29.36735,-50.873432,2023-08-01,"Brazil","Amazona vinacea","Gbif"
"4716461954",-29.343904,-50.869465,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4681081935",-29.36738,-50.87917,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4620897880",-29.353477,-50.817104,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4631912804",-29.367447,-50.87874,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4615413077",-29.343966,-50.86584,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4694335044",-29.370747,-50.87908,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4739897086",-29.365038,-50.871307,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4626742209",-29.374887,-50.872913,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4777505371",-29.369963,-50.88172,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4775183516",-29.36926,-50.881977,2023-08-02,"Brazil","Amazona vinacea","Gbif"
"4781936498",-29.375164,-50.870422,2023-08-03,"Brazil","Amazona vinacea","Gbif"
"4704147606",-29.371004,-50.882988,2023-08-03,"Brazil","Amazona vinacea","Gbif"
"4687933481",-29.340654,-50.88327,2023-08-03,"Brazil","Amazona vinacea","Gbif"
"4628097170",-29.368523,-50.881165,2023-08-03,"Brazil","Amazona vinacea","Gbif"
"4777020910",-29.370834,-50.886627,2023-08-03,"Brazil","Amazona vinacea","Gbif"
"4615922732",-29.371428,-50.878994,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4610199311",-29.368847,-50.88235,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4702989919",-29.369,-50.882584,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4757832261",-29.370502,-50.879997,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4778330881",-29.369244,-50.88128,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4688410770",-29.369766,-50.88225,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4656981128",-29.368996,-50.880554,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4768863938",-29.368477,-50.881264,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4691497813",-29.368902,-50.881638,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4707052852",-29.369564,-50.88201,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4788752379",-29.369102,-50.8817,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4626939064",-29.369728,-50.881714,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4704511395",-29.36813,-50.88197,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4773306515",-29.367598,-50.881737,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4830843471",-29.369785,-50.882473,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4700521422",-29.369719,-50.882233,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4691633013",-29.370813,-50.881596,2023-08-05,"Brazil","Amazona vinacea","Gbif"
"4768872224",-29.310146,-50.89377,2023-08-05,"Brazil","Amazona vinacea","Gbif"
"4776521916",-29.369175,-50.881683,2023-08-03,"Brazil","Amazona vinacea","Gbif"
"4649659838",-29.369703,-50.88224,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4719448447",-29.368801,-50.885223,2023-08-05,"Brazil","Amazona vinacea","Gbif"
"4775015709",-29.370922,-50.88098,2023-08-05,"Brazil","Amazona vinacea","Gbif"
