"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","user_id","user_name","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"Amazona vinacea","2023-02-09 18:49:00 -0300","","Misiones, AR",-26.6425182009,-54.0645116013,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/197901543","","josh_vandermeulen",197901543,"Vinaceous-breasted Parrot","Aves",18986,1,0,"2023/02/09 6:49 PM","2023-02-09","2023-02-09 21:49:00 UTC","America/Argentina/Cordoba",31,29822,"","obscured","true","","",785045,"Josh Vandermeulen","2024-01-29 17:07:42 UTC","2024-08-10 19:49:35 UTC","research","CC-BY-NC-ND","https://static.inaturalist.org/sounds/886315.wav?1706547796",NA,"false"
"Amazona vinacea","2023-12-09 17:04:00 -0300","","Santa Catarina, BR",-26.5931957685,-52.515114414,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/197796238","","leticia-baccarin",197796238,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023/12/09 17:04","2023-12-09","2023-12-09 20:04:00 UTC","Brasilia",244,29845,"","obscured","true","","",7259411,"Letícia Baccarin","2024-01-28 15:02:33 UTC","2024-08-10 02:17:31 UTC","research","CC-BY-NC","https://static.inaturalist.org/sounds/885605.mp3?1706453402",NA,"false"
"Amazona vinacea","2023-12-17 08:00:00 -0300","@gsbonfa","Espírito Santo, BR",-18.8114755381,-40.6835184654,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/197279144","","vitorcdg",197279144,"Papagaio-de-peito-roxo","Aves",18986,1,0,"2023/12/17 8:00","2023-12-17","2023-12-17 11:00:00 UTC","Brasilia",8,30615,"obscured","obscured","true","","",6963474,"Vitor Corrêa Dias","2024-01-22 02:36:48 UTC","2024-08-01 21:00:36 UTC","research","CC-BY-NC","https://static.inaturalist.org/sounds/880787.mp3?1705889868",NA,"false"
"Amazona vinacea","2023-09-13 00:00:00 -0300","","Rio Grande do Sul, BR",-29.276229879,-50.8956796866,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/196721217","https://static.inaturalist.org/photos/346291113/medium.jpeg","taina_t_furtado",196721217,"Papagaio-de-peito-roxo","Aves",18986,5,0,"2023-09-13","2023-09-13","","Brasilia",7237,29508,"","obscured","true","gps","gps",4867034,"Tainá Teixeira Furtado","2024-01-15 02:12:43 UTC","2024-07-20 00:45:00 UTC","research","","",2,"false"
"Amazona vinacea","2023-09-21 08:17:00 -0300","https://ebird.org/argentina/checklist/S150481651","Misiones, AR",-26.5609136556,-53.8840663964,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/196045437","https://inaturalist-open-data.s3.amazonaws.com/photos/345045195/medium.jpg","simonpg96",196045437,"Loro vinoso","Aves",18986,2,0,"2023/09/21 8:17 AM","2023-09-21","2023-09-21 11:17:00 UTC","America/Argentina/Cordoba",10,29845,"","obscured","true","","",4890335,"Simón Pla García","2024-01-07 18:34:01 UTC","2024-01-13 20:40:47 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2024-01-06 08:38:00 -0300","","Minas Gerais, BR",-16.2749016597,-40.8907677473,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/195975094","https://static.inaturalist.org/photos/344912055/medium.jpeg","ednardojequi",195975094,"Vinaceous-breasted Parrot","Aves",18986,3,0,"2024-01-06 08:38:00","2024-01-06","2024-01-06 11:38:00 UTC","Brasilia",4085,30826,"","obscured","true","gps","gps",5511759,"@oficial_ednardomartins","2024-01-07 00:35:49 UTC","2024-07-20 00:44:49 UTC","research","","",2,"false"
"Amazona vinacea","2023-08-04 15:48:04 -0300","","Rio Grande do Sul, BR",-29.3151971791,-50.9816730766,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/195179477","https://inaturalist-open-data.s3.amazonaws.com/photos/343296123/medium.jpeg","biokarina",195179477,"Loro vinoso","Aves",18986,3,0,"2023-08-04 15:48:04","2023-08-04","2023-08-04 18:48:04 UTC","Brasilia",7237,29508,"","obscured","true","gps","gps",50412,"Karina Avila","2023-12-29 16:30:58 UTC","2024-07-20 00:44:36 UTC","research","CC-BY-NC","",2,"false"
"Amazona vinacea","","","Santa Catarina, BR",-28.1246243236,-49.8546270947,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/194998084","https://static.inaturalist.org/photos/342928727/medium.jpeg","djalma",194998084,"Papagaio-de-peito-roxo","Aves",18986,0,0,"","","","Brasilia",46,29656,"","obscured","true","gps","gps",855834,"Djalma Roecker Jr","2023-12-27 18:27:36 UTC","2023-12-27 18:27:41 UTC","casual","","",2,"false"
"Amazona vinacea","2023-11-16 19:24:00 -0300","","Rio Grande do Sul, BR",-29.3854162529,-50.8959388308,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/194230635","https://inaturalist-open-data.s3.amazonaws.com/photos/341357186/medium.jpg","miguelpbiasoli",194230635,"Papagaio-de-peito-roxo","Aves",18986,1,0,"2023/11/16 19:24","2023-11-16","2023-11-16 22:24:00 UTC","Brasilia",244,29508,"","obscured","true","","",5908431,"","2023-12-17 22:34:06 UTC","2024-01-17 18:38:55 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2016-03-22 20:36:00 -0300","","São Paulo, BR",-22.7588071068,-45.5586965389,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/192736064","https://inaturalist-open-data.s3.amazonaws.com/photos/338409560/medium.jpg","nereston-nelinho-camargo",192736064,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2016/03/22 20:36","2016-03-22","2016-03-22 23:36:00 UTC","Brasilia",6637,30258,"","obscured","true","","",3543912,"Nereston (Nelinho) Camargo","2023-12-01 17:34:38 UTC","2024-07-20 00:44:21 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2023-11-27 17:40:00 -0300","","Rio Grande do Sul, BR",-29.4495229425,-50.3950529788,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/192589512","https://inaturalist-open-data.s3.amazonaws.com/photos/338120524/medium.jpeg","cassianaaguiar",192589512,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023/11/27 17:40","2023-11-27","2023-11-27 20:40:00 UTC","Brasilia",61,29483,"","obscured","true","","",891577,"Cassiana Aguiar","2023-11-29 22:59:43 UTC","2024-07-20 00:44:12 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2023-11-19 10:26:00 -0300","","Brazil",-22.9783133214,-46.0643849028,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/191866333","https://static.inaturalist.org/photos/336698703/medium.jpeg","fabiobabi",191866333,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2023/11/19 10:26","2023-11-19","2023-11-19 13:26:00 UTC","Brasilia",2709,30237,"","obscured","true","","",6336431,"FabioBabi","2023-11-23 19:13:46 UTC","2024-07-20 00:44:00 UTC","research","","",NA,"false"
"Amazona vinacea","2023-11-19 10:17:00 -0300","","Brazil",-22.8065089403,-46.1430886217,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/191678781","https://static.inaturalist.org/photos/336315603/medium.jpeg","fabiobabi",191678781,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2023/11/19 10:17","2023-11-19","2023-11-19 13:17:00 UTC","Brasilia",2709,30237,"","obscured","true","","",6336431,"FabioBabi","2023-11-21 15:31:36 UTC","2024-07-20 00:43:48 UTC","research","","",NA,"false"
"Amazona vinacea","2023-11-18 16:35:00 -0300","","Brazil",-22.9797519433,-46.1954447159,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/191678758","https://static.inaturalist.org/photos/336315519/medium.jpeg","fabiobabi",191678758,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2023/11/18 16:35","2023-11-18","2023-11-18 19:35:00 UTC","Brasilia",2709,30237,"","obscured","true","","",6336431,"FabioBabi","2023-11-21 15:31:30 UTC","2024-07-20 00:43:34 UTC","research","","",NA,"false"
"Amazona vinacea","2023-11-10 00:30:42 -0300","","Misiones, AR",-26.4894883536,-53.8990438113,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/190547203","https://inaturalist-open-data.s3.amazonaws.com/photos/334067770/medium.jpeg","jacobianos",190547203,"Loro vinoso","Aves",18986,5,0,"2023-11-10 00:30:42","2023-11-10","2023-11-10 03:30:42 UTC","America/Argentina/Cordoba",828,29845,"","obscured","true","gps","gps",1351970,"Fer","2023-11-10 03:32:16 UTC","2024-03-22 19:35:46 UTC","research","CC-BY-NC","",2,"false"
"Amazona vinacea","2023-03-26 16:20:41 -0300","","Misiones, AR",-26.4295438646,-53.9650710912,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/189125602","https://static.inaturalist.org/photos/331217049/medium.jpeg","lucreciaamescua",189125602,"Loro vinoso","Aves",18986,2,0,"2023-03-26 16:20:41","2023-03-26","2023-03-26 19:20:41 UTC","America/Argentina/Cordoba",3414,29845,"","obscured","true","gps","gps",5568448,"Lucrecia Amescua","2023-10-27 15:45:22 UTC","2024-03-22 19:38:39 UTC","research","","",2,"false"
"Amazona vinacea","2023-10-21 17:24:00 -0300","","Santa Catarina, BR",-26.55331822,-52.4481946421,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/188704651","https://inaturalist-open-data.s3.amazonaws.com/photos/330354042/medium.jpg","alanhentz",188704651,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2023/10/21 17:24","2023-10-21","2023-10-21 20:24:00 UTC","Brasilia",404,29845,"","obscured","true","","",3640054,"Alan Hentz","2023-10-23 20:34:26 UTC","2024-07-29 14:59:06 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2023-10-19 19:03:30 -0300","","Minas Gerais, BR",-18.9351523246,-41.8082812141,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/188198746","https://static.inaturalist.org/photos/329315567/medium.jpeg","abarboza2004",188198746,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023-10-19 19:03:30","2023-10-19","2023-10-19 22:03:30 UTC","Brasilia",12,30615,"","obscured","true","","",7514874,"","2023-10-19 22:54:29 UTC","2023-10-19 23:35:17 UTC","casual","CC-BY-NC","",2,"true"
"Amazona vinacea","2021-12-03 17:02:26 -0300","","Minas Gerais, BR",-16.1118516227,-41.0680761265,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/186920005","https://static.inaturalist.org/photos/326764832/medium.jpg","giovanna-berga",186920005,"Papagaio-de-peito-roxo","Aves",18986,4,0,"2021-12-03 17:02:26-03:00","2021-12-03","2021-12-03 20:02:26 UTC","Brasilia",24355,30841,"","obscured","true","","",5969719,"Giovanna Rocha","2023-10-09 23:08:31 UTC","2024-07-20 00:43:13 UTC","research","","",3,"false"
"Amazona vinacea","2021-12-03 17:01:29 -0300","","Minas Gerais, BR",-16.2302333223,-41.0345252808,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/186919841","https://static.inaturalist.org/photos/326764558/medium.jpg","giovanna-berga",186919841,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2021-12-03 17:01:29-03:00","2021-12-03","2021-12-03 20:01:29 UTC","Brasilia",24355,30826,"","obscured","true","","",5969719,"Giovanna Rocha","2023-10-09 23:07:15 UTC","2024-07-20 00:42:45 UTC","research","","",3,"false"
"Amazona vinacea","2023-05-05 07:43:21 -0300","","Santa Catarina, BR",-26.7913321535,-51.8703805314,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/185643924","https://static.inaturalist.org/photos/324254487/medium.jpeg","wagner52545",185643924,"Papagaio-de-peito-roxo","Aves",18986,4,0,"2023-05-05 07:43:21","2023-05-05","2023-05-05 10:43:21 UTC","Brasilia",20093,29822,"","obscured","true","gps","gps",7466540,"Wagner Sardinha","2023-09-30 22:05:15 UTC","2024-07-20 00:42:35 UTC","research","","",2,"false"
"Amazona vinacea","2023-06-10 15:45:33 -0300","","Jequitinhonha, BR-MG, BR",-16.3948446612,-40.9572917137,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/184426510","https://inaturalist-open-data.s3.amazonaws.com/photos/321925877/medium.jpg","fefenomato",184426510,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023-06-10 15:45:33-03:00","2023-06-10","2023-06-10 18:45:33 UTC","Brasilia",4,30826,"","obscured","true","","",7194964,"Fernanda Barbosa","2023-09-22 19:42:01 UTC","2024-07-20 00:42:07 UTC","research","CC-BY-NC","",3,"false"
"Amazona vinacea","2023-08-03 08:07:00 -0300","","Rio Grande do Sul, BR",-29.2164636022,-50.8389248735,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/183141718","https://static.inaturalist.org/photos/319455556/medium.jpeg","mateusferreira",183141718,"Vinaceous-breasted Parrot","Aves",18986,2,0,"2023/08/03 8:07 AM","2023-08-03","2023-08-03 11:07:00 UTC","Brasilia",NA,29508,"","obscured","true","","",1147364,"Mateus Ferreira","2023-09-13 22:21:17 UTC","2024-07-20 00:41:19 UTC","research","","",NA,"false"
"Amazona vinacea","2017-11-07 15:25:00 -0200","","Santa Catarina, BR",-26.6033640971,-52.0694996033,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/182508489","https://inaturalist-open-data.s3.amazonaws.com/photos/318226062/medium.jpg","vanessa_trally",182508489,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2017/11/07 15:25","2017-11-07","2017-11-07 17:25:00 UTC","Brasilia",758,29822,"","obscured","true","","",7320146,"Vanessa Trally Bard","2023-09-09 18:26:04 UTC","2024-07-20 00:41:12 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2023-09-02 00:00:00 -0300","","Jequitinhonha, BR-MG, BR",-16.347561696,-40.9628557778,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/181455947","https://static.inaturalist.org/photos/316203574/medium.jpeg","ednardojequi",181455947,"Papagaio-de-peito-roxo","Aves",18986,0,0,"2023-09-02","2023-09-02","","Brasilia",717,30826,"","obscured","true","","",5511759,"@oficial_ednardomartins","2023-09-02 21:35:33 UTC","2024-01-28 23:41:19 UTC","needs_id","","",2,"false"
"Amazona vinacea","2023-08-30 07:45:10 -0300","","Misiones, AR",-26.485033325,-53.8487415933,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/181266266","https://inaturalist-open-data.s3.amazonaws.com/photos/315889140/medium.jpeg","mariana912",181266266,"Loro vinoso","Aves",18986,3,0,"2023-08-30 07:45:10","2023-08-30","2023-08-30 10:45:10 UTC","America/Argentina/Cordoba",956,29845,"","obscured","true","gps","gps",3653366,"Mariana","2023-09-01 21:58:02 UTC","2024-04-09 01:28:22 UTC","research","CC-BY-NC","",2,"false"
"Amazona vinacea","2023-08-29 08:49:00 -0300","","Santa Catarina, BR",-26.4467827892,-52.5229276282,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/180849625","","alanhentz",180849625,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023/08/29 08:49","2023-08-29","2023-08-29 11:49:00 UTC","Brasilia",61,29845,"","obscured","true","","",3640054,"Alan Hentz","2023-08-30 00:22:05 UTC","2024-07-29 14:59:06 UTC","research","CC-BY-NC","https://static.inaturalist.org/sounds/802669.mp3?1693354611",NA,"false"
"Amazona vinacea","2023-08-22 19:21:59 -0300","","São Paulo, BR",-23.1379649077,-44.8558550153,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/179749698","https://static.inaturalist.org/photos/312988538/medium.jpeg","sidney130",179749698,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023-08-22 19:21:59","2023-08-22","2023-08-22 22:21:59 UTC","Brasilia",203,30217,"","obscured","true","gps","gps",6382879,"sidney monteiro","2023-08-22 22:48:51 UTC","2024-07-20 00:40:43 UTC","research","","",2,"false"
"Amazona vinacea","2022-12-28 15:33:00 -0300","","São Paulo, BR",-22.6022847297,-45.5680645732,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/179715822","https://inaturalist-open-data.s3.amazonaws.com/photos/312922261/medium.jpeg","alexsrosa",179715822,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2022/12/28 15:33","2022-12-28","2022-12-28 18:33:00 UTC","Brasilia",4,30258,"","obscured","true","","",7278758,"Alex S. Rosa","2023-08-22 18:36:35 UTC","2024-07-20 00:40:34 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2017-04-13 17:46:00 -0300","","Brazil",-22.8300441924,-46.1237862435,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/179569950","https://inaturalist-open-data.s3.amazonaws.com/photos/312580647/medium.jpg","miguelnema",179569950,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2017/04/13 17:46","2017-04-13","2017-04-13 20:46:00 UTC","Brasilia",168,30237,"","obscured","true","","",7233643,"Miguel Nema","2023-08-21 19:23:35 UTC","2024-07-20 00:40:25 UTC","research","CC-BY-NC-ND","",NA,"false"
"Amazona vinacea","2023-08-04 15:52:00 -0300","","Rio Grande do Sul, BR",-29.2701081358,-50.9532954938,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/178707344","https://inaturalist-open-data.s3.amazonaws.com/photos/311000851/medium.jpg","pedrosantoss",178707344,"Papagaio-de-peito-roxo","Aves",18986,4,0,"2023/08/04 15:52","2023-08-04","2023-08-04 18:52:00 UTC","Brasilia",8,29508,"","obscured","true","","",6509782,"","2023-08-16 16:44:31 UTC","2024-07-20 00:40:14 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2023-08-04 15:41:00 -0300","","Rio Grande do Sul, BR",-29.3506658092,-50.9781862,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/178601754","https://static.inaturalist.org/photos/310811687/medium.jpeg","reisab",178601754,"Papagaio-de-peito-roxo","Aves",18986,4,0,"2023-08-04 15:41:00","2023-08-04","2023-08-04 18:41:00 UTC","Brasilia",213,29508,"","obscured","true","gps","gps",1221973,"André Reis","2023-08-15 22:17:58 UTC","2024-07-20 00:40:03 UTC","research","CC0","",2,"false"
"Amazona vinacea","2023-08-12 12:55:38 +0200","","Moravskoslezský, CZ",49.9822564406,18.245954246,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/177970792","","winic",177970792,"Amazona vinacea","Aves",18986,0,0,"2023-08-12 12:55:38","2023-08-12","2023-08-12 10:55:38 UTC","Prague",100,26454,"","obscured","true","","",3816617,"WiNiC","2023-08-12 10:56:06 UTC","2023-08-12 10:56:06 UTC","casual","","",2,"true"
"Amazona vinacea","2023-08-05 11:48:05 -0300","","Jequitinhonha, BR-MG, BR",-16.3890389991,-40.9644802707,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/177184982","https://static.inaturalist.org/photos/308130811/medium.jpg","sergio_henrique_navarro",177184982,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023-08-05 11:48:05-03:00","2023-08-05","2023-08-05 14:48:05 UTC","Brasilia",12,30826,"","obscured","true","","",7233507,"Sérgio Henrique Navarro","2023-08-07 15:58:37 UTC","2024-07-20 00:39:49 UTC","research","","",3,"false"
"Amazona vinacea","2023-08-04 16:26:53 -0300","","Rio Grande do Sul, BR",-29.3164565031,-50.8456153495,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/176694992","https://static.inaturalist.org/photos/307225282/medium.jpg","thiago_zanetti",176694992,"Vinaceous-breasted Parrot","Aves",18986,2,0,"2023-08-04 16:26:53-03:00","2023-08-04","2023-08-04 19:26:53 UTC","Brasilia",2841,29508,"","obscured","true","","",4515423,"Thiago Zanetti","2023-08-05 00:40:44 UTC","2024-07-20 00:39:41 UTC","research","","",3,"false"
"Amazona vinacea","2012-08-24 08:12:00 -0300","","Misiones, AR",-26.7265516208,-54.1954769819,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/174869092","https://inaturalist-open-data.s3.amazonaws.com/photos/303844113/medium.jpg","hhulsberg",174869092,"Loro vinoso","Aves",18986,2,0,"2012/08/24 8:12 AM","2012-08-24","2012-08-24 11:12:00 UTC","America/Argentina/Cordoba",122,29822,"","obscured","true","","",1514402,"Hugo Hulsberg","2023-07-25 14:42:26 UTC","2024-04-09 01:14:38 UTC","research","CC-BY","",NA,"false"
"Amazona vinacea","2012-08-24 08:07:00 -0300","","Misiones, AR",-26.6250665319,-54.0310970479,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/174868992","https://inaturalist-open-data.s3.amazonaws.com/photos/303843862/medium.jpg","hhulsberg",174868992,"Loro vinoso","Aves",18986,2,0,"2012/08/24 8:07 AM","2012-08-24","2012-08-24 11:07:00 UTC","America/Argentina/Cordoba",122,29822,"","obscured","true","","",1514402,"Hugo Hulsberg","2023-07-25 14:41:46 UTC","2024-04-09 01:14:37 UTC","research","CC-BY","",NA,"false"
"Amazona vinacea","2023-07-20 06:41:32 -0300","Pássaro ","Jequitinhonha, BR-MG, BR",-16.2218622623,-40.9463577343,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/173908510","https://static.inaturalist.org/photos/302069873/medium.jpeg","vinicius711",173908510,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2023-07-20 06:41:32","2023-07-20","2023-07-20 09:41:32 UTC","Brasilia",7,30826,"","obscured","true","gps","gps",7164867,"Vinícius Sousa","2023-07-20 09:48:50 UTC","2024-07-20 00:39:29 UTC","research","","",2,"false"
"Amazona vinacea","2023-06-29 07:57:00 -0300","","Santa Catarina, BR",-26.2297735625,-49.8529805747,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/172436602","https://inaturalist-open-data.s3.amazonaws.com/photos/299345147/medium.jpeg","vinicius_s_domingues",172436602,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2023/06/29 07:57","2023-06-29","2023-06-29 10:57:00 UTC","Brasilia",2672,29868,"","obscured","true","","",5335565,"","2023-07-12 01:12:33 UTC","2024-07-20 00:18:43 UTC","research","CC-BY","",NA,"false"
"Amazona vinacea","2023-06-02 17:01:22 -0300","","Paraná, BR",-25.8002891069,-52.1973942438,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/171253313","https://static.inaturalist.org/photos/297146215/medium.jpeg","luiz_alberto_santos",171253313,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023-06-02 17:01:22","2023-06-02","2023-06-02 20:01:22 UTC","Brasilia",1703,29913,"","obscured","true","gps","gps",4231186,"Luiz Alberto Santos","2023-07-05 18:55:43 UTC","2024-07-20 00:18:34 UTC","research","CC-BY-NC","",2,"false"
"Amazona vinacea","2023-06-21 12:20:00 -0300","","Santa Catarina, BR",-28.2545113959,-49.8742408073,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/169596292","https://static.inaturalist.org/photos/294049320/medium.jpg","maila8",169596292,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023-06-21 12:20:00-03:00","2023-06-21","2023-06-21 15:20:00 UTC","Brasilia",94,29631,"","obscured","true","","",5904481,"Maila Seifert","2023-06-26 15:22:17 UTC","2024-07-20 00:18:26 UTC","research","","",3,"false"
"Amazona vinacea","2023-06-19 07:57:00 -0300","","Brazil",-22.8412130533,-46.1988759123,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/168401440","https://inaturalist-open-data.s3.amazonaws.com/photos/291837750/medium.jpeg","reinaldogibin",168401440,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2023/06/19 7:57 AM","2023-06-19","2023-06-19 10:57:00 UTC","Brasilia",2709,30237,"","obscured","true","","",6457643,"","2023-06-19 23:59:28 UTC","2024-07-20 00:18:12 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2021-11-14 00:00:00 -0300","","Minas Gerais, BR",-19.5415602663,-41.5434951562,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/168232193","https://static.inaturalist.org/photos/291529094/medium.jpg","dinho2600",168232193,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2021/11/14","2021-11-14","","Brasilia",8960,30562,"","obscured","true","","",7043217,"Edson Emilliano","2023-06-19 03:09:24 UTC","2024-07-20 00:18:03 UTC","research","","",NA,"false"
"Amazona vinacea","2023-05-25 07:27:00 -0300","","Santa Catarina, BR",-26.7086053679,-50.8453127813,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/164427057","https://inaturalist-open-data.s3.amazonaws.com/photos/284492499/medium.jpeg","andre_ambrozio",164427057,"Papagaio-de-peito-roxo","Aves",18986,1,0,"2023/05/25 07:27","2023-05-25","2023-05-25 10:27:00 UTC","Brasilia",582,29822,"","obscured","true","","",1643948,"André Ambrozio","2023-05-29 14:39:38 UTC","2024-08-12 11:30:13 UTC","research","CC-BY","",NA,"false"
"Amazona vinacea","2023-05-12 09:48:21 -0300","","Minas Gerais, BR",-19.4701278897,-42.4858536941,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/161878631","https://static.inaturalist.org/photos/279842638/medium.jpg","livionerio",161878631,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023-05-12 09:48:21-03:00","2023-05-12","2023-05-12 12:48:21 UTC","Brasilia",28,30562,"","obscured","true","","",6864771,"Livio Nerio Martins","2023-05-15 22:04:59 UTC","2024-07-20 00:17:48 UTC","research","","",3,"false"
"Amazona vinacea","2023-05-12 09:48:21 -0300","","Minas Gerais, BR",-19.5561791238,-42.4582477781,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/161223067","https://static.inaturalist.org/photos/278658284/medium.jpg","livionerio",161223067,"Papagaio-de-peito-roxo","Aves",18986,3,0,"2023-05-12 09:48:21-03:00","2023-05-12","2023-05-12 12:48:21 UTC","Brasilia",24,30562,"","obscured","true","","",6864771,"Livio Nerio Martins","2023-05-12 12:51:07 UTC","2024-07-20 00:17:46 UTC","research","","",3,"false"
"Amazona vinacea","2023-03-01 18:10:00 -0300","","Misiones, AR",-26.6989533262,-54.0879536147,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/160098845","https://static.inaturalist.org/photos/276637558/medium.jpeg","delanalouw",160098845,"Vinaceous-breasted Parrot","Aves",18986,1,0,"2023/03/01 6:10 PM","2023-03-01","2023-03-01 21:10:00 UTC","America/Argentina/Cordoba",958,29822,"","obscured","true","","",2807481,"Delana","2023-05-06 16:12:14 UTC","2023-05-06 23:28:36 UTC","research","","",NA,"false"
"Amazona vinacea","2023-04-29 17:33:00 -0300","","Santa Catarina, BR",-27.9704584853,-49.8082780805,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/159735453","https://inaturalist-open-data.s3.amazonaws.com/photos/275996198/medium.jpeg","fabio_mayer",159735453,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023/04/29 17:33","2023-04-29","2023-04-29 20:33:00 UTC","Brasilia",657,29680,"","obscured","true","","",4430223,"Fábio Max Marschner Mayer","2023-05-04 21:20:44 UTC","2024-07-20 00:17:40 UTC","research","CC-BY-NC","",NA,"false"
"Amazona vinacea","2023-04-29 17:28:00 -0300","","Santa Catarina, BR",-27.8560085098,-49.9892068151,"","Vinaceous-breasted Parrot","https://www.inaturalist.org/observations/159735202","https://inaturalist-open-data.s3.amazonaws.com/photos/275995711/medium.jpeg","fabio_mayer",159735202,"Papagaio-de-peito-roxo","Aves",18986,2,0,"2023/04/29 17:28","2023-04-29","2023-04-29 20:28:00 UTC","Brasilia",657,29680,"","obscured","true","","",4430223,"Fábio Max Marschner Mayer","2023-05-04 21:19:11 UTC","2024-07-20 00:17:29 UTC","research","CC-BY-NC","",NA,"false"
