"id","lat","lon","date","country","species","database","myID"
4387812225,-29.36851,-50.873302,"2022-05-03","Brazil","Amazona vinacea","Gbif",594
4236570278,-27.956425,-49.915222,"2022-05-07","Brazil","Amazona vinacea","Gbif",595
4303200672,-25.128738,-48.022408,"2022-05-08","Brazil","Amazona vinacea","Gbif",596
4338726810,-27.733105,-50.201664,"2022-05-12","Brazil","Amazona vinacea","Gbif",597
4242619005,-22.69042,-45.480335,"2022-05-14","Brazil","Amazona vinacea","Gbif",598
4226572400,-29.30918,-50.91217,"2022-05-14","Brazil","Amazona vinacea","Gbif",599
4273465345,-25.892498,-52.90207,"2022-05-13","Brazil","Amazona vinacea","Gbif",600
4316857107,-29.480993,-50.17481,"2022-05-14","Brazil","Amazona vinacea","Gbif",601
4281107622,-24.418833,-48.572556,"2022-05-14","Brazil","Amazona vinacea","Gbif",602
4384506873,-24.339954,-50.611244,"2022-05-20","Brazil","Amazona vinacea","Gbif",603
4310059905,-25.6403,-51.48178,"2022-05-18","Brazil","Amazona vinacea","Gbif",604
4208577404,-25.613165,-51.461494,"2022-05-18","Brazil","Amazona vinacea","Gbif",605
4340940553,-26.007145,-50.360023,"2022-05-22","Brazil","Amazona vinacea","Gbif",606
4206299069,-26.144926,-51.066833,"2022-05-25","Brazil","Amazona vinacea","Gbif",607
4331487999,-28.081356,-49.906242,"2022-05-25","Brazil","Amazona vinacea","Gbif",608
4202604627,-22.693571,-45.490643,"2022-05-31","Brazil","Amazona vinacea","Gbif",609
4251141880,-26.070501,-51.170708,"2022-05-31","Brazil","Amazona vinacea","Gbif",610
4349586271,-16.463182,-41.718716,"2022-05-21","Brazil","Amazona vinacea","Gbif",611
4229151002,-22.74054,-45.56913,"2022-05-17","Brazil","Amazona vinacea","Gbif",612
4208883588,-27.96443,-49.88405,"2022-05-06","Brazil","Amazona vinacea","Gbif",613
4397454147,-27.95734,-49.906734,"2022-05-16","Brazil","Amazona vinacea","Gbif",614
4244058157,-27.107958,-50.12759,"2022-05-19","Brazil","Amazona vinacea","Gbif",615
4269882171,-27.818636,-49.27569,"2022-05-26","Brazil","Amazona vinacea","Gbif",616
3961387028,-20.083608,-41.086253,"2022-06-01","Brazil","Amazona vinacea","Gbif",617
3997067161,-22.719713,-45.598965,"2022-06-26","Brazil","Amazona vinacea","Gbif",618
3996700502,-27.950385,-49.933154,"2022-06-30","Brazil","Amazona vinacea","Gbif",619
4207010220,-22.691044,-45.503933,"2022-06-01","Brazil","Amazona vinacea","Gbif",620
4231994266,-26.150242,-51.51786,"2022-06-02","Brazil","Amazona vinacea","Gbif",621
4242821934,-25.91816,-51.597378,"2022-06-05","Brazil","Amazona vinacea","Gbif",622
4357233209,-22.73944,-45.571083,"2022-06-12","Brazil","Amazona vinacea","Gbif",623
4259301657,-29.449287,-50.612892,"2022-06-17","Brazil","Amazona vinacea","Gbif",624
4349697315,-22.731178,-45.595875,"2022-06-18","Brazil","Amazona vinacea","Gbif",625
4304569011,-22.740936,-45.56233,"2022-06-22","Brazil","Amazona vinacea","Gbif",626
4224825555,-27.421259,-50.733116,"2022-06-27","Brazil","Amazona vinacea","Gbif",627
4223618048,-22.86209,-46.043274,"2022-06-25","Brazil","Amazona vinacea","Gbif",628
4375801736,-29.159657,-50.078945,"2022-06-22","Brazil","Amazona vinacea","Gbif",629
4259805745,-29.159052,-49.98381,"2022-06-28","Brazil","Amazona vinacea","Gbif",630
4357473882,-29.176653,-49.986996,"2022-06-21","Brazil","Amazona vinacea","Gbif",631
4228674538,-22.72166,-45.60115,"2022-06-26","Brazil","Amazona vinacea","Gbif",632
4211025429,-24.856617,-48.712685,"2022-06-13","Brazil","Amazona vinacea","Gbif",633
4046760136,-25.310317,-49.04119,"2022-07-20","Brazil","Amazona vinacea","Gbif",634
4046671208,-25.27172,-49.045028,"2022-07-23","Brazil","Amazona vinacea","Gbif",635
4394621631,-27.487331,-50.98294,"2022-07-03","Brazil","Amazona vinacea","Gbif",636
4352507782,-22.687828,-45.502964,"2022-07-07","Brazil","Amazona vinacea","Gbif",637
4277697257,-26.103607,-51.87489,"2022-07-11","Brazil","Amazona vinacea","Gbif",638
4218947094,-27.4184,-50.97444,"2022-07-14","Brazil","Amazona vinacea","Gbif",639
4368545365,-25.339489,-49.208748,"2022-07-14","Brazil","Amazona vinacea","Gbif",640
4269791938,-27.635912,-51.020775,"2022-07-15","Brazil","Amazona vinacea","Gbif",641
4351510906,-26.22401,-52.031147,"2022-07-11","Brazil","Amazona vinacea","Gbif",642
4380570632,-25.339458,-49.208725,"2022-07-16","Brazil","Amazona vinacea","Gbif",643
4396348653,-26.27108,-51.176186,"2022-07-17","Brazil","Amazona vinacea","Gbif",644
4243560314,-27.376642,-50.753834,"2022-07-20","Brazil","Amazona vinacea","Gbif",645
4375523616,-24.956982,-48.42139,"2022-07-21","Brazil","Amazona vinacea","Gbif",646
4247155866,-26.537949,-48.979824,"2022-07-22","Brazil","Amazona vinacea","Gbif",647
4368484136,-26.487871,-51.990635,"2022-07-24","Brazil","Amazona vinacea","Gbif",648
4380664155,-28.987675,-50.06528,"2022-07-25","Brazil","Amazona vinacea","Gbif",649
4247410006,-22.707403,-45.55985,"2022-07-23","Brazil","Amazona vinacea","Gbif",650
4252302940,-22.693853,-45.518436,"2022-07-06","Brazil","Amazona vinacea","Gbif",651
4256918130,-27.45921,-50.79921,"2022-07-21","Brazil","Amazona vinacea","Gbif",652
4368487736,-22.698654,-45.480602,"2022-07-06","Brazil","Amazona vinacea","Gbif",653
4296392399,-22.714727,-45.55842,"2022-07-29","Brazil","Amazona vinacea","Gbif",654
3915536485,-26.663279,-54.162281,"2022-08-27","Argentina","Amazona vinacea","Gbif",655
3996736393,-22.689359,-45.503368,"2022-08-25","Brazil","Amazona vinacea","Gbif",656
4372320407,-27.148058,-51.536243,"2022-08-01","Brazil","Amazona vinacea","Gbif",657
4382937345,-22.868647,-46.022224,"2022-08-04","Brazil","Amazona vinacea","Gbif",658
4314622255,-25.782215,-52.2402,"2022-08-04","Brazil","Amazona vinacea","Gbif",659
4254595725,-22.707119,-45.46667,"2022-08-06","Brazil","Amazona vinacea","Gbif",660
4183251677,-22.88379,-46.024757,"2022-08-06","Brazil","Amazona vinacea","Gbif",661
4184151800,-24.156536,-50.5138,"2022-08-10","Brazil","Amazona vinacea","Gbif",662
4191057499,-19.588354,-43.433296,"2022-08-13","Brazil","Amazona vinacea","Gbif",663
4248260070,-22.716682,-45.56501,"2022-08-16","Brazil","Amazona vinacea","Gbif",664
4278931205,-22.861002,-46.03047,"2022-08-18","Brazil","Amazona vinacea","Gbif",665
4281497601,-25.96955,-52.662754,"2022-08-19","Brazil","Amazona vinacea","Gbif",666
4286686263,-22.709316,-45.548607,"2022-08-21","Brazil","Amazona vinacea","Gbif",667
4301431673,-26.006586,-51.667793,"2022-08-22","Brazil","Amazona vinacea","Gbif",668
4253486091,-26.146452,-51.067898,"2022-08-23","Brazil","Amazona vinacea","Gbif",669
4320078658,-26.069582,-51.17291,"2022-08-29","Brazil","Amazona vinacea","Gbif",670
4304996159,-28.057894,-49.36535,"2022-08-31","Brazil","Amazona vinacea","Gbif",671
4305231280,-27.023197,-51.090958,"2022-08-26","Brazil","Amazona vinacea","Gbif",672
4397655266,-22.715195,-45.604713,"2022-08-16","Brazil","Amazona vinacea","Gbif",673
4835359060,-24.312246,-48.2985,"2022-08-13","Brazil","Amazona vinacea","Gbif",674
3903547653,-22.642795,-46.131257,"2022-09-11","Brazil","Amazona vinacea","Gbif",675
4299377039,-25.216906,-48.038837,"2022-09-02","Brazil","Amazona vinacea","Gbif",676
4371782908,-25.22102,-48.046986,"2022-09-02","Brazil","Amazona vinacea","Gbif",677
4203377936,-29.343876,-50.865788,"2022-09-04","Brazil","Amazona vinacea","Gbif",678
4203802069,-21.446468,-44.675533,"2022-09-04","Brazil","Amazona vinacea","Gbif",679
4336336423,-24.760738,-54.457943,"2022-09-04","Paraguay","Amazona vinacea","Gbif",680
4326047478,-26.589245,-50.1625,"2022-09-08","Brazil","Amazona vinacea","Gbif",681
4383337939,-24.586163,-52.93567,"2022-09-14","Brazil","Amazona vinacea","Gbif",682
4338012782,-29.352043,-50.840622,"2022-09-19","Brazil","Amazona vinacea","Gbif",683
4352117352,-21.450356,-44.671654,"2022-09-04","Brazil","Amazona vinacea","Gbif",684
4374415597,-22.716423,-45.59234,"2022-09-20","Brazil","Amazona vinacea","Gbif",685
4215848180,-22.715462,-45.592014,"2022-09-20","Brazil","Amazona vinacea","Gbif",686
4209944959,-22.695183,-45.504257,"2022-09-23","Brazil","Amazona vinacea","Gbif",687
4214508070,-20.249292,-46.36635,"2022-09-28","Brazil","Amazona vinacea","Gbif",688
4233143177,-29.20833,-50.004585,"2022-09-23","Brazil","Amazona vinacea","Gbif",689
4331126230,-26.180077,-51.073463,"2022-10-04","Brazil","Amazona vinacea","Gbif",690
4291215066,-26.37905,-52.120464,"2022-10-05","Brazil","Amazona vinacea","Gbif",691
4373470045,-29.355167,-50.83108,"2022-10-08","Brazil","Amazona vinacea","Gbif",692
4323772542,-27.502172,-50.860516,"2022-10-08","Brazil","Amazona vinacea","Gbif",693
4364193008,-27.565079,-53.513126,"2022-10-08","Brazil","Amazona vinacea","Gbif",694
4362609301,-27.669218,-49.056145,"2022-10-08","Brazil","Amazona vinacea","Gbif",695
4233284090,-23.162851,-44.958588,"2022-10-08","Brazil","Amazona vinacea","Gbif",696
4326897044,-22.717943,-45.41422,"2022-10-08","Brazil","Amazona vinacea","Gbif",697
4179890447,-20.061583,-43.26639,"2022-10-08","Brazil","Amazona vinacea","Gbif",698
4295189599,-27.540754,-50.856575,"2022-10-09","Brazil","Amazona vinacea","Gbif",699
4196463782,-29.090788,-50.364475,"2022-10-09","Brazil","Amazona vinacea","Gbif",700
4344490060,-27.944067,-49.86991,"2022-10-15","Brazil","Amazona vinacea","Gbif",701
4222182830,-27.945465,-49.867207,"2022-10-15","Brazil","Amazona vinacea","Gbif",702
4205042297,-27.535162,-50.95153,"2022-10-15","Brazil","Amazona vinacea","Gbif",703
4330065333,-29.353048,-50.840637,"2022-10-18","Brazil","Amazona vinacea","Gbif",704
4322795607,-27.48617,-50.809074,"2022-10-18","Brazil","Amazona vinacea","Gbif",705
4201946786,-27.429865,-50.77417,"2022-10-19","Brazil","Amazona vinacea","Gbif",706
4274036729,-29.450869,-50.520447,"2022-10-26","Brazil","Amazona vinacea","Gbif",707
4236450904,-26.14149,-51.75382,"2022-10-27","Brazil","Amazona vinacea","Gbif",708
4249633042,-26.106134,-51.629524,"2022-10-28","Brazil","Amazona vinacea","Gbif",709
4256867109,-22.696547,-45.48862,"2022-10-31","Brazil","Amazona vinacea","Gbif",710
4241231753,-22.694677,-45.50361,"2022-10-31","Brazil","Amazona vinacea","Gbif",711
4186633581,-20.09419,-43.399933,"2022-10-08","Brazil","Amazona vinacea","Gbif",712
4380795572,-29.313206,-50.85219,"2022-10-19","Brazil","Amazona vinacea","Gbif",713
4357892882,-26.948582,-49.562954,"2022-10-31","Brazil","Amazona vinacea","Gbif",714
4315128214,-27.013268,-51.094086,"2022-10-25","Brazil","Amazona vinacea","Gbif",715
4394447456,-22.69121,-45.50362,"2022-10-02","Brazil","Amazona vinacea","Gbif",716
3988629939,-26.706086,-50.91012,"2022-11-29","Brazil","Amazona vinacea","Gbif",717
3995920231,-22.692886,-45.499416,"2022-11-01","Brazil","Amazona vinacea","Gbif",718
3995765201,-22.687435,-45.502346,"2022-11-01","Brazil","Amazona vinacea","Gbif",719
3995442535,-22.688189,-45.502949,"2022-11-01","Brazil","Amazona vinacea","Gbif",720
3997352491,-22.688826,-45.503304,"2022-11-01","Brazil","Amazona vinacea","Gbif",721
3997541037,-22.69416,-45.50568,"2022-11-02","Brazil","Amazona vinacea","Gbif",722
3997113504,-22.707014,-45.546043,"2022-11-06","Brazil","Amazona vinacea","Gbif",723
4323374733,-29.408493,-50.45473,"2022-11-07","Brazil","Amazona vinacea","Gbif",724
4287319141,-22.713474,-45.601463,"2022-11-11","Brazil","Amazona vinacea","Gbif",725
4277379140,-22.730307,-45.55083,"2022-11-11","Brazil","Amazona vinacea","Gbif",726
4195355150,-25.07511,-48.801945,"2022-11-12","Brazil","Amazona vinacea","Gbif",727
4197443990,-25.07643,-48.80165,"2022-11-12","Brazil","Amazona vinacea","Gbif",728
4209987954,-22.749758,-45.58096,"2022-11-11","Brazil","Amazona vinacea","Gbif",729
4274794700,-28.314272,-50.27333,"2022-11-16","Brazil","Amazona vinacea","Gbif",730
4269072817,-28.269287,-49.964603,"2022-11-17","Brazil","Amazona vinacea","Gbif",731
4295502242,-29.176517,-50.436718,"2022-11-18","Brazil","Amazona vinacea","Gbif",732
4181185610,-29.14611,-50.395557,"2022-11-18","Brazil","Amazona vinacea","Gbif",733
4384660125,-29.431555,-50.56104,"2022-11-20","Brazil","Amazona vinacea","Gbif",734
4356529238,-29.289534,-50.487564,"2022-11-21","Brazil","Amazona vinacea","Gbif",735
4356132196,-29.437624,-50.60847,"2022-11-21","Brazil","Amazona vinacea","Gbif",736
4341774559,-27.571884,-51.05753,"2022-11-22","Brazil","Amazona vinacea","Gbif",737
4254570437,-27.480919,-51.08033,"2022-11-23","Brazil","Amazona vinacea","Gbif",738
4275736340,-27.495457,-50.873966,"2022-11-24","Brazil","Amazona vinacea","Gbif",739
4208855573,-24.286337,-50.589333,"2022-11-25","Brazil","Amazona vinacea","Gbif",740
4376213058,-25.084343,-48.80382,"2022-11-30","Brazil","Amazona vinacea","Gbif",741
4343904550,-27.43288,-48.98999,"2022-11-16","Brazil","Amazona vinacea","Gbif",742
4211112188,-24.739733,-47.536278,"2022-11-11","Brazil","Amazona vinacea","Gbif",743
4351032987,-28.229565,-49.87014,"2022-11-16","Brazil","Amazona vinacea","Gbif",744
4252008581,-29.401346,-50.64286,"2022-11-17","Brazil","Amazona vinacea","Gbif",745
4304473411,-29.451757,-50.595753,"2022-11-18","Brazil","Amazona vinacea","Gbif",746
4400501970,-22.602285,-45.568065,"2022-12-28","Brazil","Amazona vinacea","Gbif",747
4359003937,-27.44909,-50.916565,"2022-12-03","Brazil","Amazona vinacea","Gbif",748
4387441258,-23.14013,-44.92263,"2022-12-03","Brazil","Amazona vinacea","Gbif",749
4394812643,-27.49529,-50.825935,"2022-12-04","Brazil","Amazona vinacea","Gbif",750
4275892812,-27.431524,-50.772926,"2022-12-07","Brazil","Amazona vinacea","Gbif",751
4366172453,-27.424295,-50.77813,"2022-12-08","Brazil","Amazona vinacea","Gbif",752
4384849455,-27.385855,-50.771492,"2022-12-10","Brazil","Amazona vinacea","Gbif",753
4261103249,-27.490343,-50.980408,"2022-12-12","Brazil","Amazona vinacea","Gbif",754
4259570512,-22.691847,-45.507538,"2022-12-14","Brazil","Amazona vinacea","Gbif",755
4238236429,-29.155,-50.06074,"2022-12-17","Brazil","Amazona vinacea","Gbif",756
4392431252,-29.178404,-50.04842,"2022-12-17","Brazil","Amazona vinacea","Gbif",757
4374176055,-22.705013,-45.461582,"2022-12-15","Brazil","Amazona vinacea","Gbif",758
4376894984,-27.56632,-51.17782,"2022-12-22","Brazil","Amazona vinacea","Gbif",759
4312885917,-25.888823,-50.26831,"2022-12-24","Brazil","Amazona vinacea","Gbif",760
4273489654,-29.444305,-50.529713,"2022-12-27","Brazil","Amazona vinacea","Gbif",761
4393663776,-19.41644,-42.725796,"2022-12-16","Brazil","Amazona vinacea","Gbif",762
4397957209,-27.732767,-50.203163,"2022-12-17","Brazil","Amazona vinacea","Gbif",763
3097269466,-26.771855,-54.096295,"2021-01-01","Argentina","Amazona vinacea","Gbif",764
4508374440,-22.718,-45.591,"2021-01-05","Brazil","Amazona vinacea","Gbif",765
3598402277,-25.904398,-51.598354,"2021-01-02","Brazil","Amazona vinacea","Gbif",766
3679144338,-22.696316,-45.48802,"2021-01-02","Brazil","Amazona vinacea","Gbif",767
3547887458,-22.690584,-45.494766,"2021-01-02","Brazil","Amazona vinacea","Gbif",768
3521367378,-25.89384,-51.583385,"2021-01-03","Brazil","Amazona vinacea","Gbif",769
3597381348,-22.717638,-45.59096,"2021-01-05","Brazil","Amazona vinacea","Gbif",770
3508195519,-27.579836,-50.15985,"2021-01-06","Brazil","Amazona vinacea","Gbif",771
3619037167,-29.35365,-50.82288,"2021-01-07","Brazil","Amazona vinacea","Gbif",772
3618288182,-22.723347,-45.575054,"2021-01-07","Brazil","Amazona vinacea","Gbif",773
3587987183,-24.544506,-48.69037,"2021-01-13","Brazil","Amazona vinacea","Gbif",774
3505694892,-26.396843,-51.899315,"2021-01-19","Brazil","Amazona vinacea","Gbif",775
3512599432,-28.81961,-51.13441,"2021-01-19","Brazil","Amazona vinacea","Gbif",776
3508026770,-28.816475,-51.137276,"2021-01-20","Brazil","Amazona vinacea","Gbif",777
3592087857,-28.042112,-49.450367,"2021-01-22","Brazil","Amazona vinacea","Gbif",778
3988469005,-22.744853,-45.461907,"2021-02-13","Brazil","Amazona vinacea","Gbif",779
3044899958,-26.732011,-54.043658,"2021-02-16","Argentina","Amazona vinacea","Gbif",780
4215590467,-24.758142,-54.45635,"2021-02-02","Paraguay","Amazona vinacea","Gbif",781
3511117064,-27.215921,-49.66236,"2021-02-06","Brazil","Amazona vinacea","Gbif",782
3666150887,-29.3522,-50.815193,"2021-02-15","Brazil","Amazona vinacea","Gbif",783
3654138188,-22.808262,-45.99569,"2021-02-21","Brazil","Amazona vinacea","Gbif",784
3681369521,-16.635721,-41.362026,"2021-02-26","Brazil","Amazona vinacea","Gbif",785
3593778547,-27.553482,-50.217205,"2021-03-10","Brazil","Amazona vinacea","Gbif",786
3645619627,-22.731205,-45.5957,"2021-03-24","Brazil","Amazona vinacea","Gbif",787
3630980247,-22.665842,-44.59375,"2021-03-26","Brazil","Amazona vinacea","Gbif",788
3601982344,-25.439152,-51.44426,"2021-03-30","Brazil","Amazona vinacea","Gbif",789
3872887410,-26.65527,-51.223369,"2021-04-05","Brazil","Amazona vinacea","Gbif",790
3112439916,-27.848388,-49.872893,"2021-04-23","Brazil","Amazona vinacea","Gbif",791
3664342641,-26.390871,-52.406116,"2021-04-06","Brazil","Amazona vinacea","Gbif",792
3684631321,-27.524132,-49.61626,"2021-04-11","Brazil","Amazona vinacea","Gbif",793
3670953276,-27.95851,-49.90066,"2021-04-11","Brazil","Amazona vinacea","Gbif",794
3516517439,-27.924501,-49.8566,"2021-04-16","Brazil","Amazona vinacea","Gbif",795
3682065017,-22.683586,-45.479195,"2021-04-24","Brazil","Amazona vinacea","Gbif",796
3592113593,-27.791883,-49.950207,"2021-04-25","Brazil","Amazona vinacea","Gbif",797
3611032948,-22.808126,-45.99566,"2021-04-18","Brazil","Amazona vinacea","Gbif",798
3113300899,-27.152075,-52.728486,"2021-05-08","Brazil","Amazona vinacea","Gbif",799
3646882889,-27.953466,-49.895367,"2021-05-01","Brazil","Amazona vinacea","Gbif",800
3676408350,-22.700874,-45.587753,"2021-05-06","Brazil","Amazona vinacea","Gbif",801
3604075441,-19.465729,-42.558537,"2021-05-08","Brazil","Amazona vinacea","Gbif",802
3569176090,-29.453938,-50.520046,"2021-05-25","Brazil","Amazona vinacea","Gbif",803
3608327352,-29.353014,-50.61302,"2021-05-31","Brazil","Amazona vinacea","Gbif",804
3676835593,-26.07017,-51.17026,"2021-05-31","Brazil","Amazona vinacea","Gbif",805
3657540514,-28.26998,-50.016464,"2021-05-24","Brazil","Amazona vinacea","Gbif",806
3539387244,-25.066154,-48.10087,"2021-05-20","Brazil","Amazona vinacea","Gbif",807
3612721969,-24.996298,-48.10861,"2021-05-20","Brazil","Amazona vinacea","Gbif",808
3537904219,-26.598925,-49.639133,"2021-05-30","Brazil","Amazona vinacea","Gbif",809
3690685563,-26.46707,-49.586205,"2021-05-31","Brazil","Amazona vinacea","Gbif",810
3550958833,-26.566065,-49.66119,"2021-05-29","Brazil","Amazona vinacea","Gbif",811
3686537033,-26.617437,-49.64187,"2021-05-24","Brazil","Amazona vinacea","Gbif",812
3560748766,-26.477318,-49.587757,"2021-05-22","Brazil","Amazona vinacea","Gbif",813
3577792168,-26.532488,-49.59634,"2021-05-22","Brazil","Amazona vinacea","Gbif",814
3687246558,-26.57633,-49.669003,"2021-05-23","Brazil","Amazona vinacea","Gbif",815
3543096862,-26.58349,-49.63447,"2021-05-23","Brazil","Amazona vinacea","Gbif",816
3564805549,-26.051758,-51.70606,"2021-05-29","Brazil","Amazona vinacea","Gbif",817
3657297268,-26.134731,-52.38738,"2021-05-25","Brazil","Amazona vinacea","Gbif",818
4046473221,-27.812517,-49.907042,"2021-06-06","Brazil","Amazona vinacea","Gbif",819
3658590363,-22.720968,-45.57992,"2021-06-02","Brazil","Amazona vinacea","Gbif",820
3546673312,-27.67072,-49.094734,"2021-06-03","Brazil","Amazona vinacea","Gbif",821
3521156792,-27.971739,-49.892693,"2021-06-03","Brazil","Amazona vinacea","Gbif",822
3568860250,-27.67118,-49.0947,"2021-06-04","Brazil","Amazona vinacea","Gbif",823
3621607276,-20.505144,-41.80629,"2021-06-08","Brazil","Amazona vinacea","Gbif",824
3605357855,-22.723186,-45.630516,"2021-06-11","Brazil","Amazona vinacea","Gbif",825
3527491980,-22.723215,-45.630505,"2021-06-12","Brazil","Amazona vinacea","Gbif",826
3544462987,-26.637802,-51.49459,"2021-06-13","Brazil","Amazona vinacea","Gbif",827
3537193769,-27.112291,-52.767628,"2021-06-18","Brazil","Amazona vinacea","Gbif",828
3630472623,-27.035467,-50.346016,"2021-06-04","Brazil","Amazona vinacea","Gbif",829
4309801010,-26.577518,-52.560814,"2021-06-15","Brazil","Amazona vinacea","Gbif",830
4279383473,-29.442808,-50.580227,"2021-06-13","Brazil","Amazona vinacea","Gbif",831
3674424623,-22.33,-44.73,"2021-07-07","Brazil","Amazona vinacea","Gbif",832
3621419480,-22.75075,-45.566086,"2021-07-10","Brazil","Amazona vinacea","Gbif",833
3577259950,-12.562269,-41.383358,"2021-07-14","Brazil","Amazona vinacea","Gbif",834
3534324645,-21.9952,-43.866974,"2021-07-16","Brazil","Amazona vinacea","Gbif",835
3569492327,-21.946955,-43.892292,"2021-07-22","Brazil","Amazona vinacea","Gbif",836
3542740869,-22.005514,-43.87984,"2021-07-25","Brazil","Amazona vinacea","Gbif",837
3698130605,-22.820442,-46.013195,"2021-08-01","Brazil","Amazona vinacea","Gbif",838
3759418547,-26.085632,-51.602108,"2021-08-27","Brazil","Amazona vinacea","Gbif",839
4935875118,-27.823399,-49.978349,"2021-08-14","Brazil","Amazona vinacea","Gbif",840
3337829050,-27.877003,-51.226237,"2021-08-14","Brazil","Amazona vinacea","Gbif",841
3547083645,-28.0085,-49.592335,"2021-08-01","Brazil","Amazona vinacea","Gbif",842
3571009013,-22.672646,-45.46646,"2021-08-04","Brazil","Amazona vinacea","Gbif",843
3684429350,-22.671942,-45.4622,"2021-08-07","Brazil","Amazona vinacea","Gbif",844
3535827481,-22.67233,-45.466156,"2021-08-08","Brazil","Amazona vinacea","Gbif",845
3599026916,-21.997845,-43.831566,"2021-08-07","Brazil","Amazona vinacea","Gbif",846
3575571680,-29.454657,-50.569386,"2021-08-09","Brazil","Amazona vinacea","Gbif",847
3576751900,-26.782099,-49.398426,"2021-08-25","Brazil","Amazona vinacea","Gbif",848
3564368961,-26.571562,-49.36318,"2021-08-28","Brazil","Amazona vinacea","Gbif",849
3543946812,-26.645142,-49.356976,"2021-08-28","Brazil","Amazona vinacea","Gbif",850
3560847660,-27.011484,-51.563705,"2021-08-27","Brazil","Amazona vinacea","Gbif",851
3609613743,-25.43552,-51.432064,"2021-08-14","Brazil","Amazona vinacea","Gbif",852
3640667750,-26.559101,-49.372234,"2021-09-07","Brazil","Amazona vinacea","Gbif",853
3689490382,-26.548655,-49.857895,"2021-09-18","Brazil","Amazona vinacea","Gbif",854
3641814527,-25.969955,-52.144775,"2021-09-18","Brazil","Amazona vinacea","Gbif",855
3638225439,-26.773088,-51.00127,"2021-09-26","Brazil","Amazona vinacea","Gbif",856
3562860789,-22.739326,-45.591537,"2021-09-20","Brazil","Amazona vinacea","Gbif",857
3466068901,-26.444216,-53.814609,"2021-10-28","Argentina","Amazona vinacea","Gbif",858
3572329048,-20.467573,-41.730247,"2021-10-02","Brazil","Amazona vinacea","Gbif",859
3539497585,-28.044815,-49.43527,"2021-10-05","Brazil","Amazona vinacea","Gbif",860
3547742672,-29.207754,-50.868896,"2021-10-08","Brazil","Amazona vinacea","Gbif",861
3659177318,-22.755672,-45.218674,"2021-10-09","Brazil","Amazona vinacea","Gbif",862
3689731520,-21.923529,-43.78961,"2021-10-06","Brazil","Amazona vinacea","Gbif",863
3683072588,-26.987349,-51.448997,"2021-10-06","Brazil","Amazona vinacea","Gbif",864
3661288341,-27.026136,-51.54262,"2021-10-08","Brazil","Amazona vinacea","Gbif",865
3542824013,-26.714731,-49.49466,"2021-10-19","Brazil","Amazona vinacea","Gbif",866
3688027355,-26.876652,-49.437187,"2021-10-20","Brazil","Amazona vinacea","Gbif",867
3561150640,-22.716621,-45.59161,"2021-10-30","Brazil","Amazona vinacea","Gbif",868
3628481772,-22.688992,-45.541553,"2021-10-31","Brazil","Amazona vinacea","Gbif",869
3614405831,-21.604555,-44.576477,"2021-10-30","Brazil","Amazona vinacea","Gbif",870
4302149955,-19.407225,-42.65293,"2021-10-15","Brazil","Amazona vinacea","Gbif",871
4379201232,-19.41854,-42.639507,"2021-10-15","Brazil","Amazona vinacea","Gbif",872
3415792617,-26.478705,-52.450183,"2021-11-15","Brazil","Amazona vinacea","Gbif",873
3456330095,-22.797487,-45.522008,"2021-11-25","Brazil","Amazona vinacea","Gbif",874
3996349684,-22.691178,-45.497208,"2021-11-20","Brazil","Amazona vinacea","Gbif",875
3538419845,-28.061653,-49.56459,"2021-11-03","Brazil","Amazona vinacea","Gbif",876
3643592995,-28.067429,-49.374706,"2021-11-03","Brazil","Amazona vinacea","Gbif",877
3570040729,-28.065458,-49.544434,"2021-11-04","Brazil","Amazona vinacea","Gbif",878
3648831696,-28.134312,-49.47564,"2021-11-04","Brazil","Amazona vinacea","Gbif",879
3641151210,-19.370085,-42.413414,"2021-11-02","Brazil","Amazona vinacea","Gbif",880
3636197300,-19.604359,-41.628807,"2021-11-13","Brazil","Amazona vinacea","Gbif",881
3689149216,-27.102615,-50.12138,"2021-11-16","Brazil","Amazona vinacea","Gbif",882
3578834926,-29.361233,-50.818962,"2021-11-20","Brazil","Amazona vinacea","Gbif",883
3657668483,-25.201033,-48.049774,"2021-11-20","Brazil","Amazona vinacea","Gbif",884
3554274681,-26.22662,-51.0891,"2021-11-23","Brazil","Amazona vinacea","Gbif",885
3536576229,-29.363897,-50.812305,"2021-11-26","Brazil","Amazona vinacea","Gbif",886
3652227061,-25.10292,-48.70592,"2021-11-27","Brazil","Amazona vinacea","Gbif",887
3584611343,-26.153835,-51.074974,"2021-11-27","Brazil","Amazona vinacea","Gbif",888
3648417986,-26.553736,-51.99683,"2021-11-28","Brazil","Amazona vinacea","Gbif",889
3548024247,-26.153671,-51.06144,"2021-11-28","Brazil","Amazona vinacea","Gbif",890
4319004973,-22.693361,-45.500862,"2021-11-20","Brazil","Amazona vinacea","Gbif",891
4373435781,-22.691177,-45.497208,"2021-11-20","Brazil","Amazona vinacea","Gbif",892
3996671498,-22.876167,-46.03455,"2021-12-16","Brazil","Amazona vinacea","Gbif",893
4056130258,-22.876328,-46.034279,"2021-12-18","Brazil","Amazona vinacea","Gbif",894
3558119125,-26.112373,-51.24074,"2021-12-03","Brazil","Amazona vinacea","Gbif",895
3579988137,-27.511967,-50.791573,"2021-12-18","Brazil","Amazona vinacea","Gbif",896
