"id","lat","lon","date","country","species","database","myID"
4828166856,-27.422289,-50.765488,"2023-06-06","Brazil","Amazona vinacea","Gbif",291
4755303596,-27.953085,-50.09578,"2023-06-07","Brazil","Amazona vinacea","Gbif",292
4756886077,-27.431942,-50.777996,"2023-06-07","Brazil","Amazona vinacea","Gbif",293
4836203980,-22.87582,-46.033787,"2023-06-07","Brazil","Amazona vinacea","Gbif",294
4675452532,-26.449093,-52.565613,"2023-06-10","Brazil","Amazona vinacea","Gbif",295
4821366647,-19.712765,-41.814518,"2023-06-12","Brazil","Amazona vinacea","Gbif",296
4766819089,-26.477253,-52.63577,"2023-06-17","Brazil","Amazona vinacea","Gbif",297
4770331600,-27.497814,-50.875195,"2023-06-18","Brazil","Amazona vinacea","Gbif",298
4624216568,-26.68905,-53.117523,"2023-06-18","Brazil","Amazona vinacea","Gbif",299
4770381711,-22.86604,-46.04079,"2023-06-19","Brazil","Amazona vinacea","Gbif",300
4832953968,-27.27671,-50.4381,"2023-06-22","Brazil","Amazona vinacea","Gbif",301
4837261235,-27.512518,-51.17825,"2023-06-19","Brazil","Amazona vinacea","Gbif",302
4690449582,-22.866201,-46.041775,"2023-06-24","Brazil","Amazona vinacea","Gbif",303
4694388184,-26.14827,-50.921894,"2023-06-26","Brazil","Amazona vinacea","Gbif",304
4612915242,-22.697767,-45.515057,"2023-06-27","Brazil","Amazona vinacea","Gbif",305
4753699031,-27.837963,-50.084484,"2023-06-25","Brazil","Amazona vinacea","Gbif",306
4691541438,-22.69413,-45.502388,"2023-06-28","Brazil","Amazona vinacea","Gbif",307
4691097986,-15.351589,-43.948208,"2023-06-29","Brazil","Amazona vinacea","Gbif",308
4691860998,-27.567038,-51.057564,"2023-06-29","Brazil","Amazona vinacea","Gbif",309
4644350207,-26.55235,-49.805622,"2023-06-29","Brazil","Amazona vinacea","Gbif",310
4764959880,-26.162706,-51.108932,"2023-06-29","Brazil","Amazona vinacea","Gbif",311
4664575765,-28.011583,-49.832825,"2023-06-21","Brazil","Amazona vinacea","Gbif",312
4703226877,-22.761477,-45.62065,"2023-06-28","Brazil","Amazona vinacea","Gbif",313
4631042817,-23.469725,-45.169296,"2023-07-01","Brazil","Amazona vinacea","Gbif",314
4693609997,-27.541813,-51.087807,"2023-07-01","Brazil","Amazona vinacea","Gbif",315
4621565101,-22.6937,-45.50549,"2023-07-02","Brazil","Amazona vinacea","Gbif",316
4768572260,-22.696547,-45.48711,"2023-07-02","Brazil","Amazona vinacea","Gbif",317
4754688868,-25.397087,-49.347256,"2023-07-06","Brazil","Amazona vinacea","Gbif",318
4795633079,-22.696455,-45.539734,"2023-07-05","Brazil","Amazona vinacea","Gbif",319
4771379567,-22.697416,-45.4888,"2023-07-10","Brazil","Amazona vinacea","Gbif",320
4766244441,-24.934729,-47.954136,"2023-07-14","Brazil","Amazona vinacea","Gbif",321
4770125923,-23.770893,-46.518414,"2023-07-15","Brazil","Amazona vinacea","Gbif",322
4706505503,-27.962845,-49.891575,"2023-07-17","Brazil","Amazona vinacea","Gbif",323
4697656666,-20.314949,-42.6067,"2023-07-18","Brazil","Amazona vinacea","Gbif",324
4670806812,-26.799492,-51.9901,"2023-07-23","Brazil","Amazona vinacea","Gbif",325
4705019598,-19.667635,-42.549423,"2023-07-22","Brazil","Amazona vinacea","Gbif",326
4778010255,-22.691042,-45.503933,"2023-07-27","Brazil","Amazona vinacea","Gbif",327
4783804628,-22.69444,-45.489468,"2023-07-28","Brazil","Amazona vinacea","Gbif",328
4701009834,-26.242615,-49.521976,"2023-07-29","Brazil","Amazona vinacea","Gbif",329
4726035500,-29.39474,-50.87588,"2023-07-30","Brazil","Amazona vinacea","Gbif",330
4638797778,-29.378424,-50.87108,"2023-07-30","Brazil","Amazona vinacea","Gbif",331
4694496155,-24.945017,-51.373913,"2023-07-30","Brazil","Amazona vinacea","Gbif",332
4627224303,-29.441814,-50.612015,"2023-07-31","Brazil","Amazona vinacea","Gbif",333
4609672796,-29.366495,-50.87188,"2023-07-31","Brazil","Amazona vinacea","Gbif",334
4614855244,-29.365557,-50.869884,"2023-07-31","Brazil","Amazona vinacea","Gbif",335
4813371667,-27.952076,-49.9305,"2023-07-31","Brazil","Amazona vinacea","Gbif",336
4710083389,-22.86508,-46.025017,"2023-07-30","Brazil","Amazona vinacea","Gbif",337
4654772202,-22.498352,-44.55287,"2023-07-17","Brazil","Amazona vinacea","Gbif",338
4788913397,-28.097475,-49.63754,"2023-07-30","Brazil","Amazona vinacea","Gbif",339
4910895093,-29.350666,-50.978186,"2023-08-04","Brazil","Amazona vinacea","Gbif",340
4400212773,-29.270108,-50.953295,"2023-08-04","Brazil","Amazona vinacea","Gbif",341
4407388636,-26.446783,-52.522928,"2023-08-29","Brazil","Amazona vinacea","Gbif",342
4407499545,-26.485033,-53.848742,"2023-08-30","Argentina","Amazona vinacea","Gbif",343
4507646259,-29.315197,-50.981673,"2023-08-04","Brazil","Amazona vinacea","Gbif",344
4641454371,-29.36669,-50.871624,"2023-08-01","Brazil","Amazona vinacea","Gbif",345
4695286957,-29.36711,-50.87922,"2023-08-01","Brazil","Amazona vinacea","Gbif",346
4779082750,-29.36735,-50.873432,"2023-08-01","Brazil","Amazona vinacea","Gbif",347
4716461954,-29.343904,-50.869465,"2023-08-02","Brazil","Amazona vinacea","Gbif",348
4681081935,-29.36738,-50.87917,"2023-08-02","Brazil","Amazona vinacea","Gbif",349
4620897880,-29.353477,-50.817104,"2023-08-02","Brazil","Amazona vinacea","Gbif",350
4631912804,-29.367447,-50.87874,"2023-08-02","Brazil","Amazona vinacea","Gbif",351
4615413077,-29.343966,-50.86584,"2023-08-02","Brazil","Amazona vinacea","Gbif",352
4694335044,-29.370747,-50.87908,"2023-08-02","Brazil","Amazona vinacea","Gbif",353
4739897086,-29.365038,-50.871307,"2023-08-02","Brazil","Amazona vinacea","Gbif",354
4626742209,-29.374887,-50.872913,"2023-08-02","Brazil","Amazona vinacea","Gbif",355
4777505371,-29.369963,-50.88172,"2023-08-02","Brazil","Amazona vinacea","Gbif",356
4775183516,-29.36926,-50.881977,"2023-08-02","Brazil","Amazona vinacea","Gbif",357
4781936498,-29.375164,-50.870422,"2023-08-03","Brazil","Amazona vinacea","Gbif",358
4704147606,-29.371004,-50.882988,"2023-08-03","Brazil","Amazona vinacea","Gbif",359
4687933481,-29.340654,-50.88327,"2023-08-03","Brazil","Amazona vinacea","Gbif",360
4628097170,-29.368523,-50.881165,"2023-08-03","Brazil","Amazona vinacea","Gbif",361
4777020910,-29.370834,-50.886627,"2023-08-03","Brazil","Amazona vinacea","Gbif",362
4615922732,-29.371428,-50.878994,"2023-08-04","Brazil","Amazona vinacea","Gbif",363
4610199311,-29.368847,-50.88235,"2023-08-04","Brazil","Amazona vinacea","Gbif",364
4702989919,-29.369,-50.882584,"2023-08-04","Brazil","Amazona vinacea","Gbif",365
4757832261,-29.370502,-50.879997,"2023-08-04","Brazil","Amazona vinacea","Gbif",366
4778330881,-29.369244,-50.88128,"2023-08-04","Brazil","Amazona vinacea","Gbif",367
4688410770,-29.369766,-50.88225,"2023-08-04","Brazil","Amazona vinacea","Gbif",368
4656981128,-29.368996,-50.880554,"2023-08-04","Brazil","Amazona vinacea","Gbif",369
4768863938,-29.368477,-50.881264,"2023-08-04","Brazil","Amazona vinacea","Gbif",370
4691497813,-29.368902,-50.881638,"2023-08-04","Brazil","Amazona vinacea","Gbif",371
4707052852,-29.369564,-50.88201,"2023-08-04","Brazil","Amazona vinacea","Gbif",372
4788752379,-29.369102,-50.8817,"2023-08-04","Brazil","Amazona vinacea","Gbif",373
4626939064,-29.369728,-50.881714,"2023-08-04","Brazil","Amazona vinacea","Gbif",374
4704511395,-29.36813,-50.88197,"2023-08-04","Brazil","Amazona vinacea","Gbif",375
4773306515,-29.367598,-50.881737,"2023-08-04","Brazil","Amazona vinacea","Gbif",376
4830843471,-29.369785,-50.882473,"2023-08-04","Brazil","Amazona vinacea","Gbif",377
4700521422,-29.369719,-50.882233,"2023-08-04","Brazil","Amazona vinacea","Gbif",378
4691633013,-29.370813,-50.881596,"2023-08-05","Brazil","Amazona vinacea","Gbif",379
4768872224,-29.310146,-50.89377,"2023-08-05","Brazil","Amazona vinacea","Gbif",380
4776521916,-29.369175,-50.881683,"2023-08-03","Brazil","Amazona vinacea","Gbif",381
4649659838,-29.369703,-50.88224,"2023-08-04","Brazil","Amazona vinacea","Gbif",382
4719448447,-29.368801,-50.885223,"2023-08-05","Brazil","Amazona vinacea","Gbif",383
4775015709,-29.370922,-50.88098,"2023-08-05","Brazil","Amazona vinacea","Gbif",384
4704685370,-29.369106,-50.880413,"2023-08-04","Brazil","Amazona vinacea","Gbif",385
4769390235,-29.374825,-50.87209,"2023-08-05","Brazil","Amazona vinacea","Gbif",386
4709078626,-29.409752,-50.454502,"2023-08-06","Brazil","Amazona vinacea","Gbif",387
4692142974,-29.36859,-50.882122,"2023-08-04","Brazil","Amazona vinacea","Gbif",388
4622702673,-25.339487,-49.208576,"2023-08-07","Brazil","Amazona vinacea","Gbif",389
4692645520,-22.710058,-45.469467,"2023-08-07","Brazil","Amazona vinacea","Gbif",390
4707990171,-27.958448,-49.93358,"2023-08-07","Brazil","Amazona vinacea","Gbif",391
4691682173,-20.190737,-42.84702,"2023-08-08","Brazil","Amazona vinacea","Gbif",392
4739376644,-29.36968,-50.882294,"2023-08-04","Brazil","Amazona vinacea","Gbif",393
4703135700,-27.954224,-49.865112,"2023-08-08","Brazil","Amazona vinacea","Gbif",394
4645927373,-27.957949,-49.891945,"2023-08-08","Brazil","Amazona vinacea","Gbif",395
4762540800,-27.958439,-49.900646,"2023-08-08","Brazil","Amazona vinacea","Gbif",396
4778535771,-22.693567,-45.490536,"2023-08-09","Brazil","Amazona vinacea","Gbif",397
4644503183,-22.727917,-45.59086,"2023-08-10","Brazil","Amazona vinacea","Gbif",398
4783587775,-22.694063,-45.502296,"2023-08-12","Brazil","Amazona vinacea","Gbif",399
4681173688,-24.855883,-48.717976,"2023-08-12","Brazil","Amazona vinacea","Gbif",400
4692944775,-29.461676,-50.581867,"2023-08-12","Brazil","Amazona vinacea","Gbif",401
4705401026,-29.459517,-50.6014,"2023-08-13","Brazil","Amazona vinacea","Gbif",402
4706021232,-29.45078,-50.617367,"2023-08-08","Brazil","Amazona vinacea","Gbif",403
4707077141,-25.416655,-49.26075,"2023-08-14","Brazil","Amazona vinacea","Gbif",404
4619333758,-22.732693,-45.57048,"2023-08-20","Brazil","Amazona vinacea","Gbif",405
4697398714,-22.726137,-45.570175,"2023-08-20","Brazil","Amazona vinacea","Gbif",406
4710520872,-29.410048,-50.358173,"2023-08-21","Brazil","Amazona vinacea","Gbif",407
4680673158,-27.11244,-51.43465,"2023-08-14","Brazil","Amazona vinacea","Gbif",408
4623771622,-26.092985,-52.159702,"2023-08-20","Brazil","Amazona vinacea","Gbif",409
4699301570,-20.705395,-43.319576,"2023-08-26","Brazil","Amazona vinacea","Gbif",410
4645662165,-19.776,-42.602,"2023-08-26","Brazil","Amazona vinacea","Gbif",411
4616451293,-19.776823,-42.602375,"2023-08-27","Brazil","Amazona vinacea","Gbif",412
4806137327,-27.142761,-51.602917,"2023-08-27","Brazil","Amazona vinacea","Gbif",413
4713821953,-26.461643,-52.565773,"2023-08-29","Brazil","Amazona vinacea","Gbif",414
4791278828,-26.465134,-52.56679,"2023-08-29","Brazil","Amazona vinacea","Gbif",415
4659646004,-26.469782,-52.568275,"2023-08-29","Brazil","Amazona vinacea","Gbif",416
4746389266,-26.466936,-52.5666,"2023-08-29","Brazil","Amazona vinacea","Gbif",417
4777415014,-26.468689,-52.566727,"2023-08-29","Brazil","Amazona vinacea","Gbif",418
4712415242,-26.458033,-52.56628,"2023-08-29","Brazil","Amazona vinacea","Gbif",419
4692288324,-26.46333,-52.566547,"2023-08-29","Brazil","Amazona vinacea","Gbif",420
4835813247,-27.3198,-51.426826,"2023-08-30","Brazil","Amazona vinacea","Gbif",421
4781410183,-29.410189,-50.35894,"2023-08-31","Brazil","Amazona vinacea","Gbif",422
4700646387,-26.767002,-49.440372,"2023-08-26","Brazil","Amazona vinacea","Gbif",423
4712036753,-26.766155,-49.433487,"2023-08-26","Brazil","Amazona vinacea","Gbif",424
4822582250,-26.085909,-51.62661,"2023-08-31","Brazil","Amazona vinacea","Gbif",425
4683320858,-29.36942,-50.881817,"2023-08-04","Brazil","Amazona vinacea","Gbif",426
4793386736,-28.33251,-50.492542,"2023-08-29","Brazil","Amazona vinacea","Gbif",427
4655375773,-28.298233,-50.661263,"2023-08-30","Brazil","Amazona vinacea","Gbif",428
4510146946,-26.560914,-53.884066,"2023-09-21","Argentina","Amazona vinacea","Gbif",429
4714470869,-18.931198,-48.275326,"2023-09-07","Brazil","Amazona vinacea","Gbif",430
4781969495,-25.121569,-48.82348,"2023-09-08","Brazil","Amazona vinacea","Gbif",431
4717574852,-26.646807,-49.363194,"2023-09-10","Brazil","Amazona vinacea","Gbif",432
4783835287,-25.06352,-48.822727,"2023-09-10","Brazil","Amazona vinacea","Gbif",433
4725114894,-27.938437,-49.859947,"2023-09-13","Brazil","Amazona vinacea","Gbif",434
4652160584,-25.113697,-48.770958,"2023-09-14","Brazil","Amazona vinacea","Gbif",435
4648305842,-26.142725,-51.20973,"2023-09-16","Brazil","Amazona vinacea","Gbif",436
4732895050,-27.515385,-50.8812,"2023-09-16","Brazil","Amazona vinacea","Gbif",437
4683419791,-27.275772,-49.55377,"2023-09-17","Brazil","Amazona vinacea","Gbif",438
4794956795,-26.212177,-52.573437,"2023-09-19","Brazil","Amazona vinacea","Gbif",439
4794022330,-27.424938,-50.773216,"2023-09-21","Brazil","Amazona vinacea","Gbif",440
4829805161,-26.263632,-52.48793,"2023-09-21","Brazil","Amazona vinacea","Gbif",441
4708989382,-27.433989,-50.778793,"2023-09-22","Brazil","Amazona vinacea","Gbif",442
4712550275,-27.440718,-50.774452,"2023-09-23","Brazil","Amazona vinacea","Gbif",443
4696622892,-27.484901,-50.808746,"2023-09-23","Brazil","Amazona vinacea","Gbif",444
4778349460,-29.37049,-50.830708,"2023-09-25","Brazil","Amazona vinacea","Gbif",445
4679418287,-26.456253,-52.566395,"2023-09-25","Brazil","Amazona vinacea","Gbif",446
4664457258,-26.459795,-52.565865,"2023-09-25","Brazil","Amazona vinacea","Gbif",447
4721160844,-29.40528,-50.44455,"2023-09-25","Brazil","Amazona vinacea","Gbif",448
4800963859,-26.485731,-51.9915,"2023-09-26","Brazil","Amazona vinacea","Gbif",449
4795047317,-22.261608,-44.507496,"2023-09-27","Brazil","Amazona vinacea","Gbif",450
4799937727,-26.244537,-49.640007,"2023-09-28","Brazil","Amazona vinacea","Gbif",451
4431292430,-26.553318,-52.448195,"2023-10-21","Brazil","Amazona vinacea","Gbif",452
4749442469,-29.322674,-50.852562,"2023-10-01","Brazil","Amazona vinacea","Gbif",453
4642626165,-26.75325,-49.33451,"2023-10-01","Brazil","Amazona vinacea","Gbif",454
4667041816,-29.31711,-50.74441,"2023-10-01","Brazil","Amazona vinacea","Gbif",455
4790156250,-24.8444,-48.2388,"2023-10-02","Brazil","Amazona vinacea","Gbif",456
4668653854,-29.359211,-50.824707,"2023-10-01","Brazil","Amazona vinacea","Gbif",457
4792342158,-27.378702,-48.92871,"2023-10-03","Brazil","Amazona vinacea","Gbif",458
4619634248,-29.442417,-50.555885,"2023-10-03","Brazil","Amazona vinacea","Gbif",459
4802456164,-19.498669,-42.53409,"2023-10-08","Brazil","Amazona vinacea","Gbif",460
4793872260,-22.694223,-45.5023,"2023-10-10","Brazil","Amazona vinacea","Gbif",461
4718189809,-27.859076,-49.570854,"2023-10-11","Brazil","Amazona vinacea","Gbif",462
4722199207,-26.476364,-52.527218,"2023-10-14","Brazil","Amazona vinacea","Gbif",463
4729000442,-27.316444,-51.42141,"2023-10-14","Brazil","Amazona vinacea","Gbif",464
4719003634,-27.31725,-51.42267,"2023-10-14","Brazil","Amazona vinacea","Gbif",465
4803655637,-27.884148,-49.09721,"2023-10-14","Brazil","Amazona vinacea","Gbif",466
4720387792,-18.665428,-43.089504,"2023-10-14","Brazil","Amazona vinacea","Gbif",467
4841713642,-27.835796,-49.56803,"2023-10-14","Brazil","Amazona vinacea","Gbif",468
4803767666,-24.524603,-50.31016,"2023-10-14","Brazil","Amazona vinacea","Gbif",469
4671393557,-26.796808,-52.00267,"2023-10-14","Brazil","Amazona vinacea","Gbif",470
4614766681,-26.818598,-50.990303,"2023-10-14","Brazil","Amazona vinacea","Gbif",471
4715987856,-20.224337,-42.322777,"2023-10-14","Brazil","Amazona vinacea","Gbif",472
4842033502,-27.1399,-51.60323,"2023-10-15","Brazil","Amazona vinacea","Gbif",473
4789161382,-26.756577,-49.45708,"2023-10-14","Brazil","Amazona vinacea","Gbif",474
4611376595,-19.728054,-41.81119,"2023-10-14","Brazil","Amazona vinacea","Gbif",475
4730775275,-22.690672,-45.49471,"2023-10-09","Brazil","Amazona vinacea","Gbif",476
4636466027,-22.668522,-45.46138,"2023-10-10","Brazil","Amazona vinacea","Gbif",477
4625725420,-22.694221,-45.518738,"2023-10-11","Brazil","Amazona vinacea","Gbif",478
4758245960,-26.788473,-50.986996,"2023-10-17","Brazil","Amazona vinacea","Gbif",479
4731068843,-26.788792,-50.986774,"2023-10-18","Brazil","Amazona vinacea","Gbif",480
4620599127,-29.386063,-50.76139,"2023-10-18","Brazil","Amazona vinacea","Gbif",481
4813461069,-22.707788,-45.5555,"2023-10-19","Brazil","Amazona vinacea","Gbif",482
4830965602,-27.650957,-49.05373,"2023-10-20","Brazil","Amazona vinacea","Gbif",483
4656040349,-24.941936,-48.83706,"2023-10-21","Brazil","Amazona vinacea","Gbif",484
4733511879,-22.859888,-46.026215,"2023-10-22","Brazil","Amazona vinacea","Gbif",485
4774134501,-19.767807,-42.67094,"2023-10-21","Brazil","Amazona vinacea","Gbif",486
4737014570,-26.166105,-51.10947,"2023-10-24","Brazil","Amazona vinacea","Gbif",487
4812519362,-29.391912,-50.876556,"2023-10-25","Brazil","Amazona vinacea","Gbif",488
4664404143,-26.126871,-53.231518,"2023-10-25","Brazil","Amazona vinacea","Gbif",489
4843266070,-25.11339,-48.77117,"2023-10-28","Brazil","Amazona vinacea","Gbif",490
4814947711,-22.69597,-45.523514,"2023-10-30","Brazil","Amazona vinacea","Gbif",491
4671737804,-22.697886,-45.48566,"2023-10-29","Brazil","Amazona vinacea","Gbif",492
4750606818,-22.69067,-45.49471,"2023-10-09","Brazil","Amazona vinacea","Gbif",493
4685886076,-22.66852,-45.46138,"2023-10-10","Brazil","Amazona vinacea","Gbif",494
4440842241,-26.489488,-53.899044,"2023-11-10","Argentina","Amazona vinacea","Gbif",495
4458665895,-29.449523,-50.395053,"2023-11-27","Brazil","Amazona vinacea","Gbif",496
4512048277,-29.385416,-50.895939,"2023-11-16","Brazil","Amazona vinacea","Gbif",497
4659687222,-24.539373,-51.64285,"2023-11-08","Brazil","Amazona vinacea","Gbif",498
4748987257,-27.15589,-51.526283,"2023-11-12","Brazil","Amazona vinacea","Gbif",499
4808720322,-24.84619,-48.692066,"2023-11-12","Brazil","Amazona vinacea","Gbif",500
4800431455,-29.39148,-50.429832,"2023-11-13","Brazil","Amazona vinacea","Gbif",501
4621714837,-25.091747,-48.805805,"2023-11-17","Brazil","Amazona vinacea","Gbif",502
4613690585,-26.591022,-49.333687,"2023-11-18","Brazil","Amazona vinacea","Gbif",503
4747143530,-27.440243,-51.119267,"2023-11-20","Brazil","Amazona vinacea","Gbif",504
4735610468,-28.310192,-50.244568,"2023-11-21","Brazil","Amazona vinacea","Gbif",505
4632894430,-25.080256,-48.801067,"2023-11-17","Brazil","Amazona vinacea","Gbif",506
4809764437,-29.45383,-50.614983,"2023-11-23","Brazil","Amazona vinacea","Gbif",507
4744739073,-27.395496,-50.702614,"2023-11-24","Brazil","Amazona vinacea","Gbif",508
4736196823,-27.9968,-49.36101,"2023-11-25","Brazil","Amazona vinacea","Gbif",509
4736259894,-29.135025,-49.960995,"2023-11-25","Brazil","Amazona vinacea","Gbif",510
4748379465,-28.31186,-50.6356,"2023-11-20","Brazil","Amazona vinacea","Gbif",511
4516450689,-18.811476,-40.683518,"2023-12-17","Brazil","Amazona vinacea","Gbif",512
4524963329,-26.593196,-52.515114,"2023-12-09","Brazil","Amazona vinacea","Gbif",513
4891821805,-18.869729,-40.791811,"2023-12-19","Brazil","Amazona vinacea","Gbif",514
4891689373,-18.890431,-40.762977,"2023-12-22","Brazil","Amazona vinacea","Gbif",515
4823347503,-25.085585,-48.642372,"2023-12-04","Brazil","Amazona vinacea","Gbif",516
4645375830,-27.567389,-51.076164,"2023-12-06","Brazil","Amazona vinacea","Gbif",517
4818172519,-17.902796,-40.33905,"2023-12-11","Brazil","Amazona vinacea","Gbif",518
4824197845,-26.13361,-53.23583,"2023-12-14","Brazil","Amazona vinacea","Gbif",519
4808195831,-29.340523,-50.868797,"2023-12-14","Brazil","Amazona vinacea","Gbif",520
4719481066,-24.758087,-54.456444,"2023-12-16","Paraguay","Amazona vinacea","Gbif",521
4826952109,-26.120462,-53.217377,"2023-12-18","Brazil","Amazona vinacea","Gbif",522
4832915880,-26.406563,-52.62412,"2023-12-22","Brazil","Amazona vinacea","Gbif",523
4660537559,-26.601461,-49.325256,"2023-12-23","Brazil","Amazona vinacea","Gbif",524
4751564599,-22.720327,-45.590157,"2023-12-23","Brazil","Amazona vinacea","Gbif",525
4824761402,-27.041487,-51.61922,"2023-12-19","Brazil","Amazona vinacea","Gbif",526
4826455927,-29.43682,-50.608322,"2023-12-27","Brazil","Amazona vinacea","Gbif",527
4676346876,-28.305555,-50.43853,"2023-12-26","Brazil","Amazona vinacea","Gbif",528
4837553385,-28.309895,-50.410984,"2023-12-26","Brazil","Amazona vinacea","Gbif",529
4683794117,-28.187164,-50.511303,"2023-12-26","Brazil","Amazona vinacea","Gbif",530
4791858243,-29.454477,-50.573296,"2023-12-29","Brazil","Amazona vinacea","Gbif",531
4663222944,-27.687658,-49.23063,"2023-12-31","Brazil","Amazona vinacea","Gbif",532
4827566286,-26.558237,-49.5407,"2023-12-29","Brazil","Amazona vinacea","Gbif",533
4662659688,-26.11711,-53.21691,"2023-12-19","Brazil","Amazona vinacea","Gbif",534
3466201200,-16.331688,-40.933331,"2022-01-23","Brazil","Amazona vinacea","Gbif",535
4285190492,-22.867836,-46.037052,"2022-01-01","Brazil","Amazona vinacea","Gbif",536
4285049840,-26.407509,-52.62994,"2022-01-02","Brazil","Amazona vinacea","Gbif",537
4282771629,-26.41441,-52.625977,"2022-01-03","Brazil","Amazona vinacea","Gbif",538
4182476025,-22.715858,-45.591393,"2022-01-06","Brazil","Amazona vinacea","Gbif",539
4184863876,-22.724419,-45.54304,"2022-01-06","Brazil","Amazona vinacea","Gbif",540
4304534243,-26.652637,-49.5239,"2022-01-07","Brazil","Amazona vinacea","Gbif",541
4186411060,-26.749699,-49.533905,"2022-01-07","Brazil","Amazona vinacea","Gbif",542
4183950390,-26.721998,-49.420986,"2022-01-08","Brazil","Amazona vinacea","Gbif",543
4295111854,-25.098377,-48.808372,"2022-01-09","Brazil","Amazona vinacea","Gbif",544
4192421901,-27.997944,-49.585773,"2022-01-15","Brazil","Amazona vinacea","Gbif",545
4301344515,-22.860676,-46.02924,"2022-01-24","Brazil","Amazona vinacea","Gbif",546
4287555826,-22.863848,-46.038727,"2022-01-25","Brazil","Amazona vinacea","Gbif",547
4219608963,-24.991808,-48.813354,"2022-01-27","Brazil","Amazona vinacea","Gbif",548
3705384705,-28.087328,-49.434766,"2022-02-26","Brazil","Amazona vinacea","Gbif",549
3705677597,-26.789426,-54.064214,"2022-02-25","Argentina","Amazona vinacea","Gbif",550
4195032569,-21.66514,-43.907127,"2022-02-02","Brazil","Amazona vinacea","Gbif",551
4353469840,-22.690578,-45.47798,"2022-02-05","Brazil","Amazona vinacea","Gbif",552
4315644997,-21.66181,-43.905895,"2022-02-02","Brazil","Amazona vinacea","Gbif",553
4215873916,-26.266348,-49.517506,"2022-02-12","Brazil","Amazona vinacea","Gbif",554
4311452313,-26.070435,-51.172077,"2022-02-23","Brazil","Amazona vinacea","Gbif",555
4341458329,-21.988024,-43.899624,"2022-02-27","Brazil","Amazona vinacea","Gbif",556
4314154221,-21.987888,-43.899635,"2022-02-27","Brazil","Amazona vinacea","Gbif",557
4285311524,-21.99506,-43.90182,"2022-02-27","Brazil","Amazona vinacea","Gbif",558
4362123428,-29.427607,-50.39236,"2022-02-28","Brazil","Amazona vinacea","Gbif",559
4353318689,-29.425262,-50.392895,"2022-02-26","Brazil","Amazona vinacea","Gbif",560
4212224959,-29.3914,-50.405354,"2022-02-26","Brazil","Amazona vinacea","Gbif",561
4277477248,-27.811752,-49.28052,"2022-02-23","Brazil","Amazona vinacea","Gbif",562
3759453338,-16.565886,-41.075953,"2022-03-29","Brazil","Amazona vinacea","Gbif",563
3902770281,-27.919618,-49.949813,"2022-03-19","Brazil","Amazona vinacea","Gbif",564
4224720828,-27.093496,-52.78397,"2022-03-05","Brazil","Amazona vinacea","Gbif",565
4233272700,-27.112858,-52.76736,"2022-03-06","Brazil","Amazona vinacea","Gbif",566
4203046837,-25.963375,-51.860798,"2022-03-26","Brazil","Amazona vinacea","Gbif",567
4214558787,-29.446772,-50.61036,"2022-03-22","Brazil","Amazona vinacea","Gbif",568
4280770327,-19.38903,-42.654255,"2022-03-10","Brazil","Amazona vinacea","Gbif",569
4370013928,-19.412596,-42.60874,"2022-03-10","Brazil","Amazona vinacea","Gbif",570
3764194959,-18.892639,-43.21514,"2022-04-11","Brazil","Amazona vinacea","Gbif",571
3764358976,-18.992129,-43.354245,"2022-04-10","Brazil","Amazona vinacea","Gbif",572
4258648552,-27.95543,-49.87676,"2022-04-02","Brazil","Amazona vinacea","Gbif",573
4257743528,-25.941814,-52.17138,"2022-04-08","Brazil","Amazona vinacea","Gbif",574
4223815640,-19.022827,-43.26505,"2022-04-10","Brazil","Amazona vinacea","Gbif",575
4355074657,-26.40133,-52.60221,"2022-04-10","Brazil","Amazona vinacea","Gbif",576
4219466854,-18.976793,-43.17404,"2022-04-11","Brazil","Amazona vinacea","Gbif",577
4251733839,-18.986572,-43.21675,"2022-04-12","Brazil","Amazona vinacea","Gbif",578
4271849840,-18.965982,-43.254097,"2022-04-14","Brazil","Amazona vinacea","Gbif",579
4342743595,-22.731236,-45.59698,"2022-04-17","Brazil","Amazona vinacea","Gbif",580
4280722979,-26.643187,-51.49539,"2022-04-21","Brazil","Amazona vinacea","Gbif",581
4360097749,-27.952509,-49.8698,"2022-04-21","Brazil","Amazona vinacea","Gbif",582
4270360114,-27.973124,-49.874893,"2022-04-21","Brazil","Amazona vinacea","Gbif",583
4274608167,-27.972515,-49.875267,"2022-04-23","Brazil","Amazona vinacea","Gbif",584
4306379725,-26.324463,-53.29992,"2022-04-25","Brazil","Amazona vinacea","Gbif",585
4263466953,-27.952982,-49.87104,"2022-04-30","Brazil","Amazona vinacea","Gbif",586
4219071083,-27.759804,-50.026146,"2022-04-23","Brazil","Amazona vinacea","Gbif",587
4234005919,-22.61571,-45.357586,"2022-04-26","Brazil","Amazona vinacea","Gbif",588
3784735760,-27.941442,-49.834903,"2022-05-02","Brazil","Amazona vinacea","Gbif",589
3784768764,-27.830673,-49.833379,"2022-05-02","Brazil","Amazona vinacea","Gbif",590
3784812368,-27.999352,-49.895443,"2022-05-02","Brazil","Amazona vinacea","Gbif",591
4063058247,-27.879776,-49.886291,"2022-05-24","Brazil","Amazona vinacea","Gbif",592
3813649411,-27.9514,-49.9345,"2022-05-14","Brazil","Amazona vinacea","Gbif",593
