"species","lon","lat","database"
"Amazona vinacea",-42.648087,-20.577572,"gbif"
"Amazona vinacea",-42.228294,-20.22067,"gbif"
"Amazona vinacea",-50.39358,-29.432007,"gbif"
"Amazona vinacea",-49.842957,-28.01651,"gbif"
"Amazona vinacea",-49.881123,-27.956924,"gbif"
"Amazona vinacea",-50.802395,-29.017147,"gbif"
"Amazona vinacea",-50.804974,-29.015919,"gbif"
"Amazona vinacea",-45.483456,-22.690657,"gbif"
"Amazona vinacea",-45.48136,-22.68993,"gbif"
"Amazona vinacea",-45.481415,-22.68997,"gbif"
"Amazona vinacea",-45.837395,-23.564577,"gbif"
"Amazona vinacea",-50.615837,-29.46383,"gbif"
"Amazona vinacea",-42.730699,-20.454747,"gbif"
"Amazona vinacea",-45.505272,-22.693516,"gbif"
"Amazona vinacea",-50.80887,-29.364885,"gbif"
"Amazona vinacea",-49.959812,-29.066973,"gbif"
"Amazona vinacea",-50.813847,-29.363766,"gbif"
"Amazona vinacea",-51.13744,-28.816532,"gbif"
"Amazona vinacea",-50.82331,-29.355547,"gbif"
"Amazona vinacea",-51.13564,-28.818558,"gbif"
"Amazona vinacea",-45.589172,-22.717653,"gbif"
"Amazona vinacea",-52.06117,-26.779934,"gbif"
"Amazona vinacea",-45.594456,-22.728975,"gbif"
"Amazona vinacea",-44.615482,-21.47282,"gbif"
"Amazona vinacea",-52.018353,-26.873066,"gbif"
"Amazona vinacea",-51.991707,-26.798595,"gbif"
"Amazona vinacea",-51.990677,-26.799477,"gbif"
"Amazona vinacea",-53.30728,-26.428652,"gbif"
"Amazona vinacea",-42.862064,-20.798204,"gbif"
"Amazona vinacea",-45.59238,-22.716131,"gbif"
"Amazona vinacea",-45.5043,-22.693336,"gbif"
"Amazona vinacea",-53.315224,-26.402653,"gbif"
"Amazona vinacea",-50.483707,-29.303902,"gbif"
"Amazona vinacea",-52.53605,-26.553356,"gbif"
"Amazona vinacea",-50.603928,-24.298958,"gbif"
"Amazona vinacea",-45.537136,-22.71008,"gbif"
"Amazona vinacea",-51.877182,-26.08501,"gbif"
"Amazona vinacea",-45.592396,-22.716105,"gbif"
"Amazona vinacea",-45.592342,-22.716198,"gbif"
"Amazona vinacea",-45.592371,-22.716124,"gbif"
"Amazona vinacea",-45.58787,-22.73545,"gbif"
"Amazona vinacea",-45.482277,-22.699753,"gbif"
"Amazona vinacea",-45.485443,-22.69787,"gbif"
"Amazona vinacea",-42.225914,-20.092289,"gbif"
"Amazona vinacea",-45.494896,-22.690458,"gbif"
"Amazona vinacea",-51.13433,-28.819855,"gbif"
"Amazona vinacea",-51.60714,-27.143095,"gbif"
"Amazona vinacea",-45.590965,-22.727846,"gbif"
"Amazona vinacea",-45.59214,-22.716154,"gbif"
"Amazona vinacea",-50.640827,-28.18296,"gbif"
"Amazona vinacea",-51.18063,-26.263432,"gbif"
"Amazona vinacea",-51.194992,-26.23784,"gbif"
"Amazona vinacea",-51.180965,-26.267317,"gbif"
"Amazona vinacea",-50.753006,-26.574873,"gbif"
"Amazona vinacea",-48.845634,-25.468634,"gbif"
"Amazona vinacea",-41.89978,-20.518293,"gbif"
"Amazona vinacea",-50.81785,-28.948103,"gbif"
"Amazona vinacea",-50.821964,-28.884815,"gbif"
"Amazona vinacea",-50.808933,-28.897018,"gbif"
"Amazona vinacea",-50.973263,-28.877893,"gbif"
"Amazona vinacea",-40.775166,-19.158121,"gbif"
"Amazona vinacea",-52.17105,-26.227001,"gbif"
"Amazona vinacea",-46.02268,-22.885805,"gbif"
"Amazona vinacea",-46.043335,-22.862457,"gbif"
"Amazona vinacea",-53.491108,-26.758625,"gbif"
"Amazona vinacea",-49.181725,-27.892637,"gbif"
"Amazona vinacea",-50.24357,-29.692303,"gbif"
"Amazona vinacea",-47.014336,-23.964434,"gbif"
"Amazona vinacea",-45.5074,-22.6945,"gbif"
"Amazona vinacea",-49.8767,-27.9545,"gbif"
"Amazona vinacea",-49.93541,-27.952574,"gbif"
"Amazona vinacea",-45.495045,-22.690262,"gbif"
"Amazona vinacea",-45.541798,-22.709146,"gbif"
"Amazona vinacea",-45.505447,-22.693344,"gbif"
"Amazona vinacea",-49.9455,-27.9545,"gbif"
"Amazona vinacea",-45.503,-22.694,"gbif"
"Amazona vinacea",-49.875484,-27.957335,"gbif"
"Amazona vinacea",-52.25268,-26.655283,"gbif"
"Amazona vinacea",-52.7692,-27.111547,"gbif"
"Amazona vinacea",-52.57196,-26.505526,"gbif"
"Amazona vinacea",-52.550117,-26.578665,"gbif"
"Amazona vinacea",-53.269764,-26.32713,"gbif"
"Amazona vinacea",-48.4128,-24.264833,"gbif"
"Amazona vinacea",-51.556526,-27.004429,"gbif"
"Amazona vinacea",-49.95619,-28.12907,"gbif"
"Amazona vinacea",-45.588287,-22.735975,"gbif"
"Amazona vinacea",-50.574123,-24.298567,"gbif"
"Amazona vinacea",-50.61758,-24.321976,"gbif"
"Amazona vinacea",-46.03051,-22.875414,"gbif"
"Amazona vinacea",-42.692139,-19.668082,"gbif"
"Amazona vinacea",-51.512608,-27.61649,"gbif"
"Amazona vinacea",-46.077576,-22.861797,"gbif"
"Amazona vinacea",-40.705833,-19.473581,"gbif"
"Amazona vinacea",-45.604275,-22.765167,"gbif"
"Amazona vinacea",-49.14246,-25.62457,"gbif"
"Amazona vinacea",-52.17142,-25.853373,"gbif"
"Amazona vinacea",-50.820053,-29.354494,"gbif"
"Amazona vinacea",-50.80513,-29.01607,"gbif"
"Amazona vinacea",-50.26097,-29.326982,"gbif"
"Amazona vinacea",-50.573704,-29.493727,"gbif"
"Amazona vinacea",-45.536319,-22.650467,"gbif"
"Amazona vinacea",-48.855324,-25.119738,"gbif"
"Amazona vinacea",-49.6927,-27.941553,"gbif"
"Amazona vinacea",-50.343796,-27.828411,"gbif"
"Amazona vinacea",-48.584843,-24.434723,"gbif"
"Amazona vinacea",-44.787377,-22.038462,"gbif"
"Amazona vinacea",-49.236958,-26.225197,"gbif"
"Amazona vinacea",-42.39273,-19.360216,"gbif"
"Amazona vinacea",-48.572792,-24.418722,"gbif"
"Amazona vinacea",-50.595,-29.391,"gbif"
"Amazona vinacea",-48.8034,-25.0834,"gbif"
"Amazona vinacea",-48.956657,-25.2543,"gbif"
"Amazona vinacea",-50.61047,-29.443123,"gbif"
"Amazona vinacea",-52.81737,-27.913536,"gbif"
"Amazona vinacea",-50.26482,-28.326502,"gbif"
"Amazona vinacea",-52.20088,-26.489967,"gbif"
"Amazona vinacea",-48.415,-24.9628,"gbif"
"Amazona vinacea",-53.49812,-27.61107,"gbif"
"Amazona vinacea",-45.488697,-22.755089,"gbif"
"Amazona vinacea",-46.027676,-22.87895,"gbif"
"Amazona vinacea",-44.729343,-23.100517,"gbif"
"Amazona vinacea",-49.53263,-26.299032,"gbif"
"Amazona vinacea",-45.589828,-22.73724,"gbif"
"Amazona vinacea",-49.26085,-26.192076,"gbif"
"Amazona vinacea",-42.727303,-19.414816,"gbif"
"Amazona vinacea",-49.15021,-28.034021,"gbif"
"Amazona vinacea",-50.261036,-28.502413,"gbif"
"Amazona vinacea",-45.522297,-22.69562,"gbif"
"Amazona vinacea",-49.894493,-27.971178,"gbif"
"Amazona vinacea",-49.89477,-27.968012,"gbif"
"Amazona vinacea",-49.897446,-27.97163,"gbif"
"Amazona vinacea",-49.884373,-27.96029,"gbif"
"Amazona vinacea",-41.797398,-20.438515,"gbif"
"Amazona vinacea",-48.415146,-24.962809,"gbif"
"Amazona vinacea",-49.2534,-26.188417,"gbif"
"Amazona vinacea",-44.65268,-21.532091,"gbif"
"Amazona vinacea",-48.2603,-24.8789,"gbif"
"Amazona vinacea",-46.28698,-24.015965,"gbif"
"Amazona vinacea",-49.933277,-27.95028,"gbif"
"Amazona vinacea",-50.80653,-29.359123,"gbif"
"Amazona vinacea",-48.82894,-25.079151,"gbif"
"Amazona vinacea",-44.724613,-22.36484,"gbif"
"Amazona vinacea",-51.94476,-26.765863,"gbif"
"Amazona vinacea",-51.06235,-26.20118,"gbif"
"Amazona vinacea",-50.876205,-29.393772,"gbif"
"Amazona vinacea",-42.54893,-19.546444,"gbif"
"Amazona vinacea",-46.027794,-22.879093,"gbif"
"Amazona vinacea",-50.174133,-29.48111,"gbif"
"Amazona vinacea",-45.49103,-22.693806,"gbif"
"Amazona vinacea",-45.597748,-22.714611,"gbif"
"Amazona vinacea",-50.21293,-29.486155,"gbif"
"Amazona vinacea",-44.58398,-21.61227,"gbif"
"Amazona vinacea",-49.462177,-26.866707,"gbif"
"Amazona vinacea",-52.0695,-26.603364,"gbif"
"Amazona vinacea",-43.560734,-21.15535,"gbif"
"Amazona vinacea",-45.480175,-22.691574,"gbif"
"Amazona vinacea",-45.48765,-22.691074,"gbif"
"Amazona vinacea",-49.285046,-27.997192,"gbif"
"Amazona vinacea",-49.224865,-27.919882,"gbif"
"Amazona vinacea",-49.682823,-23.243421,"gbif"
"Amazona vinacea",-50.35624,-27.791348,"gbif"
"Amazona vinacea",-53.303646,-26.31519,"gbif"
"Amazona vinacea",-50.577396,-24.3016,"gbif"
"Amazona vinacea",-50.61037,-24.327892,"gbif"
"Amazona vinacea",-45.558697,-22.758807,"gbif"
"Amazona vinacea",-51.601036,-24.546171,"gbif"
"Amazona vinacea",-49.225,-27.9209,"gbif"
"Amazona vinacea",-49.934246,-27.95152,"gbif"
"Amazona vinacea",-49.89394,-27.970695,"gbif"
"Amazona vinacea",-49.877834,-27.991718,"gbif"
"Amazona vinacea",-49.85365,-27.92958,"gbif"
"Amazona vinacea",-49.891186,-27.9714,"gbif"
"Amazona vinacea",-50.402096,-27.621052,"gbif"
"Amazona vinacea",-49.86627,-27.96736,"gbif"
"Amazona vinacea",-45.505657,-22.694157,"gbif"
"Amazona vinacea",-44.570778,-21.600992,"gbif"
"Amazona vinacea",-48.81067,-27.73223,"gbif"
"Amazona vinacea",-45.564342,-22.718842,"gbif"
"Amazona vinacea",-44.80104,-21.547333,"gbif"
"Amazona vinacea",-45.571903,-22.793312,"gbif"
"Amazona vinacea",-50.61038,-24.296625,"gbif"
"Amazona vinacea",-43.541706,-21.15754,"gbif"
"Amazona vinacea",-43.235652,-20.613275,"gbif"
"Amazona vinacea",-51.44964,-25.976873,"gbif"
"Amazona vinacea",-51.354176,-26.019072,"gbif"
"Amazona vinacea",-51.321922,-26.047548,"gbif"
"Amazona vinacea",-44.696938,-22.229044,"gbif"
"Amazona vinacea",-41.867516,-19.731653,"gbif"
"Amazona vinacea",-45.65568,-22.684746,"gbif"
"Amazona vinacea",-50.04385,-29.202015,"gbif"
"Amazona vinacea",-41.83656,-19.689869,"gbif"
"Amazona vinacea",-41.809845,-19.723646,"gbif"
"Amazona vinacea",-51.3943,-26.033772,"gbif"
"Amazona vinacea",-46.040817,-22.86366,"gbif"
"Amazona vinacea",-51.41434,-26.031914,"gbif"
"Amazona vinacea",-44.2315,-19.953253,"gbif"
"Amazona vinacea",-49.473602,-26.738558,"gbif"
"Amazona vinacea",-50.6088,-24.332771,"gbif"
"Amazona vinacea",-41.730213,-20.46585,"gbif"
"Amazona vinacea",-50.61196,-29.45175,"gbif"
"Amazona vinacea",-45.487553,-22.691013,"gbif"
"Amazona vinacea",-49.17663,-27.67798,"gbif"
"Amazona vinacea",-43.09209,-18.664745,"gbif"
"Amazona vinacea",-50.87508,-29.395287,"gbif"
"Amazona vinacea",-45.524104,-22.731727,"gbif"
"Amazona vinacea",-45.414532,-22.630312,"gbif"
"Amazona vinacea",-50.32262,-27.81251,"gbif"
"Amazona vinacea",-50.389,-29.4279,"gbif"
"Amazona vinacea",-50.233864,-28.302204,"gbif"
"Amazona vinacea",-45.569553,-22.725193,"gbif"
"Amazona vinacea",-44.645363,-21.464878,"gbif"
"Amazona vinacea",-45.472991,-22.601868,"gbif"
"Amazona vinacea",-45.509063,-22.752764,"gbif"
"Amazona vinacea",-43.18512,-19.96731,"gbif"
"Amazona vinacea",-45.530807,-23.261324,"gbif"
"Amazona vinacea",-45.889923,-22.82748,"gbif"
"Amazona vinacea",-45.546707,-22.70913,"gbif"
"Amazona vinacea",-49.89357,-27.97207,"gbif"
"Amazona vinacea",-49.93476,-27.95151,"gbif"
"Amazona vinacea",-49.74323,-27.73764,"gbif"
"Amazona vinacea",-49.93416,-27.951466,"gbif"
"Amazona vinacea",-49.03748,-27.675718,"gbif"
"Amazona vinacea",-51.96288,-26.77307,"gbif"
"Amazona vinacea",-50.61554,-29.45126,"gbif"
"Amazona vinacea",-51.645054,-25.698511,"gbif"
"Amazona vinacea",-43.20936,-18.69105,"gbif"
"Amazona vinacea",-49.2921,-27.475,"gbif"
"Amazona vinacea",-52.76609,-27.105103,"gbif"
"Amazona vinacea",-49.91271,-27.99898,"gbif"
"Amazona vinacea",-49.85178,-27.98019,"gbif"
"Amazona vinacea",-49.93461,-27.95198,"gbif"
"Amazona vinacea",-49.84894,-27.97268,"gbif"
"Amazona vinacea",-45.462883,-22.6815,"gbif"
"Amazona vinacea",-46.03587,-22.872538,"gbif"
"Amazona vinacea",-49.879368,-27.959803,"gbif"
"Amazona vinacea",-45.477863,-22.703474,"gbif"
"Amazona vinacea",-51.98211,-26.74285,"gbif"
"Amazona vinacea",-51.9955,-26.88844,"gbif"
"Amazona vinacea",-52.00352,-26.77597,"gbif"
"Amazona vinacea",-49.995068,-27.920357,"gbif"
"Amazona vinacea",-42.73631,-20.01215,"gbif"
"Amazona vinacea",-41.123425,-20.076256,"gbif"
"Amazona vinacea",-41.816998,-19.731714,"gbif"
"Amazona vinacea",-49.34983,-26.653128,"gbif"
"Amazona vinacea",-51.98698,-26.79848,"gbif"
"Amazona vinacea",-50.735382,-27.398085,"gbif"
"Amazona vinacea",-49.67773,-26.713606,"gbif"
"Amazona vinacea",-49.690453,-26.698889,"gbif"
"Amazona vinacea",-49.521774,-26.658638,"gbif"
"Amazona vinacea",-45.512924,-22.736845,"gbif"
"Amazona vinacea",-48.416378,-24.962786,"gbif"
"Amazona vinacea",-49.1338,-28.037592,"gbif"
"Amazona vinacea",-50.38625,-29.42292,"gbif"
"Amazona vinacea",-45.504215,-22.690638,"gbif"
"Amazona vinacea",-45.480095,-22.701971,"gbif"
"Amazona vinacea",-49.405945,-27.897957,"gbif"
"Amazona vinacea",-45.547813,-22.697575,"gbif"
"Amazona vinacea",-49.136997,-25.388575,"gbif"
"Amazona vinacea",-49.94003,-28.286743,"gbif"
"Amazona vinacea",-46.034103,-22.878313,"gbif"
"Amazona vinacea",-50.71521,-28.206068,"gbif"
"Amazona vinacea",-49.07524,-27.65241,"gbif"
"Amazona vinacea",-50.758728,-27.402288,"gbif"
"Amazona vinacea",-50.49546,-28.433569,"gbif"
"Amazona vinacea",-50.613113,-29.4411,"gbif"
"Amazona vinacea",-51.493843,-26.641052,"gbif"
"Amazona vinacea",-49.87658,-27.954203,"gbif"
"Amazona vinacea",-49.876534,-27.954668,"gbif"
"Amazona vinacea",-49.857742,-27.977512,"gbif"
"Amazona vinacea",-48.75009,-25.48441,"gbif"
"Amazona vinacea",-42.887127,-18.87267,"gbif"
"Amazona vinacea",-45.598418,-22.7603,"gbif"
"Amazona vinacea",-45.558025,-22.7395,"gbif"
"Amazona vinacea",-50.173786,-29.480108,"gbif"
"Amazona vinacea",-50.418335,-29.082222,"gbif"
"Amazona vinacea",-44.60596,-21.979097,"gbif"
"Amazona vinacea",-52.099163,-25.790771,"gbif"
"Amazona vinacea",-50.61154,-29.44292,"gbif"
"Amazona vinacea",-50.5732,-29.461458,"gbif"
"Amazona vinacea",-45.612003,-22.689066,"gbif"
"Amazona vinacea",-48.61931,-25.02468,"gbif"
"Amazona vinacea",-49.85894,-27.932276,"gbif"
"Amazona vinacea",-49.87557,-27.957727,"gbif"
"Amazona vinacea",-42.864273,-20.80127,"gbif"
"Amazona vinacea",-50.17,-29.477,"gbif"
"Amazona vinacea",-47.034702,-23.974018,"gbif"
"Amazona vinacea",-49.91003,-27.956463,"gbif"
"Amazona vinacea",-50.677185,-29.465906,"gbif"
"Amazona vinacea",-50.097656,-28.142239,"gbif"
"Amazona vinacea",-49.333935,-27.383047,"gbif"
"Amazona vinacea",-50.490837,-29.19662,"gbif"
"Amazona vinacea",-45.495079,-22.669578,"gbif"
"Amazona vinacea",-50.11877,-29.087921,"gbif"
"Amazona vinacea",-50.611824,-29.442699,"gbif"
"Amazona vinacea",-41.106509,-19.44405,"gbif"
"Amazona vinacea",-52.540794,-26.593454,"gbif"
"Amazona vinacea",-50.84368,-29.26912,"gbif"
"Amazona vinacea",-45.617466,-22.731739,"gbif"
"Amazona vinacea",-49.93735,-28.293213,"gbif"
"Amazona vinacea",-41.113181,-19.597231,"gbif"
"Amazona vinacea",-45.587475,-22.70056,"gbif"
"Amazona vinacea",-45.512768,-22.751324,"gbif"
"Amazona vinacea",-49.647285,-27.948046,"gbif"
"Amazona vinacea",-45.593556,-22.740538,"gbif"
"Amazona vinacea",-45.527267,-22.699839,"gbif"
"Amazona vinacea",-45.49,-22.69,"gbif"
"Amazona vinacea",-45.55,-22.71,"gbif"
"Amazona vinacea",-44.624233,-22.406586,"gbif"
"Amazona vinacea",-45.41529,-22.718136,"gbif"
"Amazona vinacea",-45.496956,-22.791142,"gbif"
"Amazona vinacea",-51.088493,-27.63401,"gbif"
"Amazona vinacea",-52.1224,-25.6398,"gbif"
"Amazona vinacea",-48.715847,-24.544767,"gbif"
"Amazona vinacea",-44.61104,-22.444906,"gbif"
"Amazona vinacea",-50.333794,-29.053146,"gbif"
"Amazona vinacea",-49.609753,-26.74083,"gbif"
"Amazona vinacea",-45.552963,-22.710155,"gbif"
"Amazona vinacea",-52.492737,-26.583946,"gbif"
"Amazona vinacea",-51.25729,-26.624447,"gbif"
"Amazona vinacea",-49.21514,-27.17375,"gbif"
"Amazona vinacea",-43.382313,-18.907343,"gbif"
"Amazona vinacea",-43.326443,-19.16248,"gbif"
"Amazona vinacea",-43.20878,-19.49653,"gbif"
"Amazona vinacea",-49.15702,-27.106106,"gbif"
"Amazona vinacea",-45.609047,-22.781599,"gbif"
"Amazona vinacea",-49.254745,-27.120296,"gbif"
"Amazona vinacea",-45.14914,-23.33884,"gbif"
"Amazona vinacea",-42.634033,-20.285305,"gbif"
"Amazona vinacea",-48.872986,-27.90096,"gbif"
"Amazona vinacea",-50.866667,-29.416667,"gbif"
"Amazona vinacea",-50.867,-29.417,"gbif"
"Amazona vinacea",-50.611084,-29.443054,"gbif"
"Amazona vinacea",-50.062122,-29.155666,"gbif"
"Amazona vinacea",-41.806305,-19.723726,"gbif"
"Amazona vinacea",-41.991634,-19.732687,"gbif"
"Amazona vinacea",-48.570084,-25.062431,"gbif"
"Amazona vinacea",-45.642,-22.6797,"gbif"
"Amazona vinacea",-46.79356,-24.112444,"gbif"
"Amazona vinacea",-49.585606,-27.8999,"gbif"
"Amazona vinacea",-47.973732,-24.14315,"gbif"
"Amazona vinacea",-46.0670936,-23.0004777,"gbif"
"Amazona vinacea",-49.950157,-28.365849,"gbif"
"Amazona vinacea",-50.02809,-28.450176,"gbif"
"Amazona vinacea",-48.850082,-27.430471,"gbif"
"Amazona vinacea",-48.164062,-18.424042,"gbif"
"Amazona vinacea",-43.941566,-16.709383,"gbif"
"Amazona vinacea",-43.48842,-20.097742,"gbif"
"Amazona vinacea",-45.524296,-22.694319,"gbif"
"Amazona vinacea",-50.562775,-29.444382,"gbif"
"Amazona vinacea",-50.655212,-29.471884,"gbif"
"Amazona vinacea",-47.977295,-24.136728,"gbif"
"Amazona vinacea",-51.30342,-26.421843,"gbif"
"Amazona vinacea",-50.035366,-28.067305,"gbif"
"Amazona vinacea",-51.5,-27.6,"gbif"
"Amazona vinacea",-51.333333,-24.583333,"gbif"
"Amazona vinacea",-46.3503943,-23.2671788,"gbif"
