"species","lon","lat","database"
"Amazona vinacea",-50.876556,-29.391912,"gbif"
"Amazona vinacea",-53.231518,-26.126871,"gbif"
"Amazona vinacea",-48.77117,-25.11339,"gbif"
"Amazona vinacea",-45.523514,-22.69597,"gbif"
"Amazona vinacea",-45.48566,-22.697886,"gbif"
"Amazona vinacea",-45.49471,-22.69067,"gbif"
"Amazona vinacea",-45.46138,-22.66852,"gbif"
"Amazona vinacea",-50.395053,-29.449523,"gbif"
"Amazona vinacea",-50.895939,-29.385416,"gbif"
"Amazona vinacea",-51.64285,-24.539373,"gbif"
"Amazona vinacea",-51.526283,-27.15589,"gbif"
"Amazona vinacea",-48.692066,-24.84619,"gbif"
"Amazona vinacea",-50.429832,-29.39148,"gbif"
"Amazona vinacea",-48.805805,-25.091747,"gbif"
"Amazona vinacea",-49.333687,-26.591022,"gbif"
"Amazona vinacea",-51.119267,-27.440243,"gbif"
"Amazona vinacea",-50.244568,-28.310192,"gbif"
"Amazona vinacea",-48.801067,-25.080256,"gbif"
"Amazona vinacea",-50.614983,-29.45383,"gbif"
"Amazona vinacea",-50.702614,-27.395496,"gbif"
"Amazona vinacea",-49.36101,-27.9968,"gbif"
"Amazona vinacea",-49.960995,-29.135025,"gbif"
"Amazona vinacea",-50.6356,-28.31186,"gbif"
"Amazona vinacea",-40.683518,-18.811476,"gbif"
"Amazona vinacea",-52.515114,-26.593196,"gbif"
"Amazona vinacea",-40.791811,-18.869729,"gbif"
"Amazona vinacea",-40.762977,-18.890431,"gbif"
"Amazona vinacea",-48.642372,-25.085585,"gbif"
"Amazona vinacea",-51.076164,-27.567389,"gbif"
"Amazona vinacea",-53.23583,-26.13361,"gbif"
"Amazona vinacea",-50.868797,-29.340523,"gbif"
"Amazona vinacea",-53.217377,-26.120462,"gbif"
"Amazona vinacea",-52.62412,-26.406563,"gbif"
"Amazona vinacea",-49.325256,-26.601461,"gbif"
"Amazona vinacea",-45.590157,-22.720327,"gbif"
"Amazona vinacea",-51.61922,-27.041487,"gbif"
"Amazona vinacea",-50.608322,-29.43682,"gbif"
"Amazona vinacea",-50.43853,-28.305555,"gbif"
"Amazona vinacea",-50.410984,-28.309895,"gbif"
"Amazona vinacea",-50.511303,-28.187164,"gbif"
"Amazona vinacea",-50.573296,-29.454477,"gbif"
"Amazona vinacea",-49.23063,-27.687658,"gbif"
"Amazona vinacea",-49.5407,-26.558237,"gbif"
"Amazona vinacea",-53.21691,-26.11711,"gbif"
"Amazona vinacea",-46.037052,-22.867836,"gbif"
"Amazona vinacea",-52.62994,-26.407509,"gbif"
"Amazona vinacea",-52.625977,-26.41441,"gbif"
"Amazona vinacea",-45.591393,-22.715858,"gbif"
"Amazona vinacea",-45.54304,-22.724419,"gbif"
"Amazona vinacea",-49.5239,-26.652637,"gbif"
"Amazona vinacea",-49.533905,-26.749699,"gbif"
"Amazona vinacea",-49.420986,-26.721998,"gbif"
"Amazona vinacea",-48.808372,-25.098377,"gbif"
"Amazona vinacea",-49.585773,-27.997944,"gbif"
"Amazona vinacea",-46.02924,-22.860676,"gbif"
"Amazona vinacea",-46.038727,-22.863848,"gbif"
"Amazona vinacea",-48.813354,-24.991808,"gbif"
"Amazona vinacea",-49.434766,-28.087328,"gbif"
"Amazona vinacea",-43.907127,-21.66514,"gbif"
"Amazona vinacea",-45.47798,-22.690578,"gbif"
"Amazona vinacea",-43.905895,-21.66181,"gbif"
"Amazona vinacea",-49.517506,-26.266348,"gbif"
"Amazona vinacea",-51.172077,-26.070435,"gbif"
"Amazona vinacea",-43.899624,-21.988024,"gbif"
"Amazona vinacea",-43.899635,-21.987888,"gbif"
"Amazona vinacea",-43.90182,-21.99506,"gbif"
"Amazona vinacea",-50.39236,-29.427607,"gbif"
"Amazona vinacea",-50.392895,-29.425262,"gbif"
"Amazona vinacea",-50.405354,-29.3914,"gbif"
"Amazona vinacea",-49.28052,-27.811752,"gbif"
"Amazona vinacea",-49.949813,-27.919618,"gbif"
"Amazona vinacea",-52.78397,-27.093496,"gbif"
"Amazona vinacea",-52.76736,-27.112858,"gbif"
"Amazona vinacea",-51.860798,-25.963375,"gbif"
"Amazona vinacea",-50.61036,-29.446772,"gbif"
"Amazona vinacea",-42.654255,-19.38903,"gbif"
"Amazona vinacea",-42.60874,-19.412596,"gbif"
"Amazona vinacea",-43.21514,-18.892639,"gbif"
"Amazona vinacea",-43.354245,-18.992129,"gbif"
"Amazona vinacea",-49.87676,-27.95543,"gbif"
"Amazona vinacea",-52.17138,-25.941814,"gbif"
"Amazona vinacea",-43.26505,-19.022827,"gbif"
"Amazona vinacea",-52.60221,-26.40133,"gbif"
"Amazona vinacea",-43.17404,-18.976793,"gbif"
"Amazona vinacea",-43.21675,-18.986572,"gbif"
"Amazona vinacea",-43.254097,-18.965982,"gbif"
"Amazona vinacea",-45.59698,-22.731236,"gbif"
"Amazona vinacea",-51.49539,-26.643187,"gbif"
"Amazona vinacea",-49.8698,-27.952509,"gbif"
"Amazona vinacea",-49.874893,-27.973124,"gbif"
"Amazona vinacea",-49.875267,-27.972515,"gbif"
"Amazona vinacea",-53.29992,-26.324463,"gbif"
"Amazona vinacea",-49.87104,-27.952982,"gbif"
"Amazona vinacea",-50.026146,-27.759804,"gbif"
"Amazona vinacea",-45.357586,-22.61571,"gbif"
"Amazona vinacea",-49.834903,-27.941442,"gbif"
"Amazona vinacea",-49.833379,-27.830673,"gbif"
"Amazona vinacea",-49.895443,-27.999352,"gbif"
"Amazona vinacea",-49.886291,-27.879776,"gbif"
"Amazona vinacea",-50.873302,-29.36851,"gbif"
"Amazona vinacea",-49.915222,-27.956425,"gbif"
"Amazona vinacea",-48.022408,-25.128738,"gbif"
"Amazona vinacea",-50.201664,-27.733105,"gbif"
"Amazona vinacea",-45.480335,-22.69042,"gbif"
"Amazona vinacea",-50.91217,-29.30918,"gbif"
"Amazona vinacea",-52.90207,-25.892498,"gbif"
"Amazona vinacea",-50.17481,-29.480993,"gbif"
"Amazona vinacea",-48.572556,-24.418833,"gbif"
"Amazona vinacea",-50.611244,-24.339954,"gbif"
"Amazona vinacea",-51.48178,-25.6403,"gbif"
"Amazona vinacea",-51.461494,-25.613165,"gbif"
"Amazona vinacea",-50.360023,-26.007145,"gbif"
"Amazona vinacea",-51.066833,-26.144926,"gbif"
"Amazona vinacea",-49.906242,-28.081356,"gbif"
"Amazona vinacea",-45.490643,-22.693571,"gbif"
"Amazona vinacea",-51.170708,-26.070501,"gbif"
"Amazona vinacea",-45.56913,-22.74054,"gbif"
"Amazona vinacea",-49.88405,-27.96443,"gbif"
"Amazona vinacea",-49.906734,-27.95734,"gbif"
"Amazona vinacea",-50.12759,-27.107958,"gbif"
"Amazona vinacea",-49.27569,-27.818636,"gbif"
"Amazona vinacea",-41.086253,-20.083608,"gbif"
"Amazona vinacea",-45.598965,-22.719713,"gbif"
"Amazona vinacea",-49.933154,-27.950385,"gbif"
"Amazona vinacea",-45.503933,-22.691044,"gbif"
"Amazona vinacea",-51.51786,-26.150242,"gbif"
"Amazona vinacea",-51.597378,-25.91816,"gbif"
"Amazona vinacea",-45.571083,-22.73944,"gbif"
"Amazona vinacea",-50.612892,-29.449287,"gbif"
"Amazona vinacea",-45.595875,-22.731178,"gbif"
"Amazona vinacea",-45.56233,-22.740936,"gbif"
"Amazona vinacea",-50.733116,-27.421259,"gbif"
"Amazona vinacea",-46.043274,-22.86209,"gbif"
"Amazona vinacea",-50.078945,-29.159657,"gbif"
"Amazona vinacea",-49.98381,-29.159052,"gbif"
"Amazona vinacea",-49.986996,-29.176653,"gbif"
"Amazona vinacea",-45.60115,-22.72166,"gbif"
"Amazona vinacea",-48.712685,-24.856617,"gbif"
"Amazona vinacea",-49.04119,-25.310317,"gbif"
"Amazona vinacea",-49.045028,-25.27172,"gbif"
"Amazona vinacea",-50.98294,-27.487331,"gbif"
"Amazona vinacea",-45.502964,-22.687828,"gbif"
"Amazona vinacea",-51.87489,-26.103607,"gbif"
"Amazona vinacea",-50.97444,-27.4184,"gbif"
"Amazona vinacea",-51.020775,-27.635912,"gbif"
"Amazona vinacea",-52.031147,-26.22401,"gbif"
"Amazona vinacea",-51.176186,-26.27108,"gbif"
"Amazona vinacea",-50.753834,-27.376642,"gbif"
"Amazona vinacea",-48.42139,-24.956982,"gbif"
"Amazona vinacea",-48.979824,-26.537949,"gbif"
"Amazona vinacea",-51.990635,-26.487871,"gbif"
"Amazona vinacea",-50.06528,-28.987675,"gbif"
"Amazona vinacea",-45.55985,-22.707403,"gbif"
"Amazona vinacea",-45.518436,-22.693853,"gbif"
"Amazona vinacea",-50.79921,-27.45921,"gbif"
"Amazona vinacea",-45.480602,-22.698654,"gbif"
"Amazona vinacea",-45.55842,-22.714727,"gbif"
"Amazona vinacea",-45.503368,-22.689359,"gbif"
"Amazona vinacea",-51.536243,-27.148058,"gbif"
"Amazona vinacea",-46.022224,-22.868647,"gbif"
"Amazona vinacea",-52.2402,-25.782215,"gbif"
"Amazona vinacea",-45.46667,-22.707119,"gbif"
"Amazona vinacea",-46.024757,-22.88379,"gbif"
"Amazona vinacea",-50.5138,-24.156536,"gbif"
"Amazona vinacea",-43.433296,-19.588354,"gbif"
"Amazona vinacea",-45.56501,-22.716682,"gbif"
"Amazona vinacea",-46.03047,-22.861002,"gbif"
"Amazona vinacea",-52.662754,-25.96955,"gbif"
"Amazona vinacea",-45.548607,-22.709316,"gbif"
"Amazona vinacea",-51.667793,-26.006586,"gbif"
"Amazona vinacea",-51.067898,-26.146452,"gbif"
"Amazona vinacea",-51.17291,-26.069582,"gbif"
"Amazona vinacea",-49.36535,-28.057894,"gbif"
"Amazona vinacea",-51.090958,-27.023197,"gbif"
"Amazona vinacea",-45.604713,-22.715195,"gbif"
"Amazona vinacea",-48.2985,-24.312246,"gbif"
"Amazona vinacea",-46.131257,-22.642795,"gbif"
"Amazona vinacea",-48.038837,-25.216906,"gbif"
"Amazona vinacea",-48.046986,-25.22102,"gbif"
"Amazona vinacea",-50.865788,-29.343876,"gbif"
"Amazona vinacea",-44.675533,-21.446468,"gbif"
"Amazona vinacea",-50.1625,-26.589245,"gbif"
"Amazona vinacea",-52.93567,-24.586163,"gbif"
"Amazona vinacea",-50.840622,-29.352043,"gbif"
"Amazona vinacea",-44.671654,-21.450356,"gbif"
"Amazona vinacea",-45.59234,-22.716423,"gbif"
"Amazona vinacea",-45.592014,-22.715462,"gbif"
"Amazona vinacea",-45.504257,-22.695183,"gbif"
"Amazona vinacea",-46.36635,-20.249292,"gbif"
"Amazona vinacea",-50.004585,-29.20833,"gbif"
"Amazona vinacea",-51.073463,-26.180077,"gbif"
"Amazona vinacea",-52.120464,-26.37905,"gbif"
"Amazona vinacea",-50.83108,-29.355167,"gbif"
"Amazona vinacea",-50.860516,-27.502172,"gbif"
"Amazona vinacea",-53.513126,-27.565079,"gbif"
"Amazona vinacea",-49.056145,-27.669218,"gbif"
"Amazona vinacea",-44.958588,-23.162851,"gbif"
"Amazona vinacea",-45.41422,-22.717943,"gbif"
"Amazona vinacea",-43.26639,-20.061583,"gbif"
"Amazona vinacea",-50.856575,-27.540754,"gbif"
"Amazona vinacea",-50.364475,-29.090788,"gbif"
"Amazona vinacea",-49.86991,-27.944067,"gbif"
"Amazona vinacea",-49.867207,-27.945465,"gbif"
"Amazona vinacea",-50.95153,-27.535162,"gbif"
"Amazona vinacea",-50.840637,-29.353048,"gbif"
"Amazona vinacea",-50.809074,-27.48617,"gbif"
"Amazona vinacea",-50.77417,-27.429865,"gbif"
"Amazona vinacea",-50.520447,-29.450869,"gbif"
"Amazona vinacea",-51.75382,-26.14149,"gbif"
"Amazona vinacea",-51.629524,-26.106134,"gbif"
"Amazona vinacea",-45.48862,-22.696547,"gbif"
"Amazona vinacea",-45.50361,-22.694677,"gbif"
"Amazona vinacea",-43.399933,-20.09419,"gbif"
"Amazona vinacea",-50.85219,-29.313206,"gbif"
"Amazona vinacea",-49.562954,-26.948582,"gbif"
"Amazona vinacea",-51.094086,-27.013268,"gbif"
"Amazona vinacea",-45.50362,-22.69121,"gbif"
"Amazona vinacea",-50.91012,-26.706086,"gbif"
"Amazona vinacea",-45.499416,-22.692886,"gbif"
"Amazona vinacea",-45.502346,-22.687435,"gbif"
"Amazona vinacea",-45.502949,-22.688189,"gbif"
"Amazona vinacea",-45.503304,-22.688826,"gbif"
"Amazona vinacea",-45.50568,-22.69416,"gbif"
"Amazona vinacea",-45.546043,-22.707014,"gbif"
"Amazona vinacea",-50.45473,-29.408493,"gbif"
"Amazona vinacea",-45.601463,-22.713474,"gbif"
"Amazona vinacea",-45.55083,-22.730307,"gbif"
"Amazona vinacea",-48.801945,-25.07511,"gbif"
"Amazona vinacea",-48.80165,-25.07643,"gbif"
"Amazona vinacea",-45.58096,-22.749758,"gbif"
"Amazona vinacea",-50.27333,-28.314272,"gbif"
"Amazona vinacea",-49.964603,-28.269287,"gbif"
"Amazona vinacea",-50.436718,-29.176517,"gbif"
"Amazona vinacea",-50.395557,-29.14611,"gbif"
"Amazona vinacea",-50.56104,-29.431555,"gbif"
"Amazona vinacea",-50.487564,-29.289534,"gbif"
"Amazona vinacea",-50.60847,-29.437624,"gbif"
"Amazona vinacea",-51.05753,-27.571884,"gbif"
"Amazona vinacea",-51.08033,-27.480919,"gbif"
"Amazona vinacea",-50.873966,-27.495457,"gbif"
"Amazona vinacea",-50.589333,-24.286337,"gbif"
"Amazona vinacea",-48.80382,-25.084343,"gbif"
"Amazona vinacea",-48.98999,-27.43288,"gbif"
"Amazona vinacea",-49.87014,-28.229565,"gbif"
"Amazona vinacea",-50.64286,-29.401346,"gbif"
"Amazona vinacea",-50.595753,-29.451757,"gbif"
"Amazona vinacea",-45.568065,-22.602285,"gbif"
"Amazona vinacea",-50.916565,-27.44909,"gbif"
"Amazona vinacea",-44.92263,-23.14013,"gbif"
"Amazona vinacea",-50.825935,-27.49529,"gbif"
"Amazona vinacea",-50.772926,-27.431524,"gbif"
"Amazona vinacea",-50.77813,-27.424295,"gbif"
"Amazona vinacea",-50.771492,-27.385855,"gbif"
"Amazona vinacea",-50.980408,-27.490343,"gbif"
"Amazona vinacea",-45.507538,-22.691847,"gbif"
"Amazona vinacea",-50.06074,-29.155,"gbif"
"Amazona vinacea",-50.04842,-29.178404,"gbif"
"Amazona vinacea",-45.461582,-22.705013,"gbif"
"Amazona vinacea",-51.17782,-27.56632,"gbif"
"Amazona vinacea",-50.26831,-25.888823,"gbif"
"Amazona vinacea",-50.529713,-29.444305,"gbif"
"Amazona vinacea",-42.725796,-19.41644,"gbif"
"Amazona vinacea",-50.203163,-27.732767,"gbif"
"Amazona vinacea",-51.598354,-25.904398,"gbif"
"Amazona vinacea",-45.48802,-22.696316,"gbif"
"Amazona vinacea",-45.494766,-22.690584,"gbif"
"Amazona vinacea",-51.583385,-25.89384,"gbif"
"Amazona vinacea",-45.59096,-22.717638,"gbif"
"Amazona vinacea",-50.15985,-27.579836,"gbif"
"Amazona vinacea",-50.82288,-29.35365,"gbif"
"Amazona vinacea",-45.575054,-22.723347,"gbif"
"Amazona vinacea",-48.69037,-24.544506,"gbif"
"Amazona vinacea",-51.899315,-26.396843,"gbif"
"Amazona vinacea",-51.13441,-28.81961,"gbif"
"Amazona vinacea",-51.137276,-28.816475,"gbif"
"Amazona vinacea",-49.450367,-28.042112,"gbif"
"Amazona vinacea",-45.461907,-22.744853,"gbif"
"Amazona vinacea",-49.66236,-27.215921,"gbif"
"Amazona vinacea",-50.815193,-29.3522,"gbif"
"Amazona vinacea",-45.99569,-22.808262,"gbif"
"Amazona vinacea",-50.217205,-27.553482,"gbif"
"Amazona vinacea",-45.5957,-22.731205,"gbif"
"Amazona vinacea",-44.59375,-22.665842,"gbif"
"Amazona vinacea",-51.44426,-25.439152,"gbif"
"Amazona vinacea",-51.223369,-26.65527,"gbif"
"Amazona vinacea",-49.872893,-27.848388,"gbif"
"Amazona vinacea",-52.406116,-26.390871,"gbif"
"Amazona vinacea",-49.61626,-27.524132,"gbif"
"Amazona vinacea",-49.90066,-27.95851,"gbif"
"Amazona vinacea",-49.8566,-27.924501,"gbif"
"Amazona vinacea",-45.479195,-22.683586,"gbif"
"Amazona vinacea",-49.950207,-27.791883,"gbif"
"Amazona vinacea",-45.99566,-22.808126,"gbif"
"Amazona vinacea",-52.728486,-27.152075,"gbif"
"Amazona vinacea",-49.895367,-27.953466,"gbif"
"Amazona vinacea",-45.587753,-22.700874,"gbif"
"Amazona vinacea",-50.520046,-29.453938,"gbif"
"Amazona vinacea",-50.61302,-29.353014,"gbif"
"Amazona vinacea",-51.17026,-26.07017,"gbif"
"Amazona vinacea",-50.016464,-28.26998,"gbif"
"Amazona vinacea",-48.10087,-25.066154,"gbif"
"Amazona vinacea",-48.10861,-24.996298,"gbif"
"Amazona vinacea",-49.639133,-26.598925,"gbif"
"Amazona vinacea",-49.586205,-26.46707,"gbif"
"Amazona vinacea",-49.66119,-26.566065,"gbif"
"Amazona vinacea",-49.64187,-26.617437,"gbif"
"Amazona vinacea",-49.587757,-26.477318,"gbif"
"Amazona vinacea",-49.59634,-26.532488,"gbif"
"Amazona vinacea",-49.669003,-26.57633,"gbif"
"Amazona vinacea",-49.63447,-26.58349,"gbif"
"Amazona vinacea",-51.70606,-26.051758,"gbif"
"Amazona vinacea",-52.38738,-26.134731,"gbif"
"Amazona vinacea",-49.907042,-27.812517,"gbif"
"Amazona vinacea",-45.57992,-22.720968,"gbif"
"Amazona vinacea",-49.094734,-27.67072,"gbif"
"Amazona vinacea",-49.892693,-27.971739,"gbif"
"Amazona vinacea",-49.0947,-27.67118,"gbif"
"Amazona vinacea",-41.80629,-20.505144,"gbif"
"Amazona vinacea",-45.630516,-22.723186,"gbif"
"Amazona vinacea",-45.630505,-22.723215,"gbif"
"Amazona vinacea",-51.49459,-26.637802,"gbif"
"Amazona vinacea",-52.767628,-27.112291,"gbif"
"Amazona vinacea",-50.346016,-27.035467,"gbif"
"Amazona vinacea",-52.560814,-26.577518,"gbif"
"Amazona vinacea",-50.580227,-29.442808,"gbif"
"Amazona vinacea",-44.73,-22.33,"gbif"
"Amazona vinacea",-45.566086,-22.75075,"gbif"
"Amazona vinacea",-43.866974,-21.9952,"gbif"
"Amazona vinacea",-43.892292,-21.946955,"gbif"
"Amazona vinacea",-43.87984,-22.005514,"gbif"
"Amazona vinacea",-46.013195,-22.820442,"gbif"
"Amazona vinacea",-51.602108,-26.085632,"gbif"
"Amazona vinacea",-51.226237,-27.877003,"gbif"
"Amazona vinacea",-49.592335,-28.0085,"gbif"
"Amazona vinacea",-45.46646,-22.672646,"gbif"
"Amazona vinacea",-45.4622,-22.671942,"gbif"
"Amazona vinacea",-45.466156,-22.67233,"gbif"
"Amazona vinacea",-43.831566,-21.997845,"gbif"
"Amazona vinacea",-50.569386,-29.454657,"gbif"
"Amazona vinacea",-49.398426,-26.782099,"gbif"
"Amazona vinacea",-49.36318,-26.571562,"gbif"
"Amazona vinacea",-49.356976,-26.645142,"gbif"
"Amazona vinacea",-51.563705,-27.011484,"gbif"
"Amazona vinacea",-51.432064,-25.43552,"gbif"
"Amazona vinacea",-49.372234,-26.559101,"gbif"
"Amazona vinacea",-49.857895,-26.548655,"gbif"
"Amazona vinacea",-52.144775,-25.969955,"gbif"
"Amazona vinacea",-51.00127,-26.773088,"gbif"
"Amazona vinacea",-45.591537,-22.739326,"gbif"
"Amazona vinacea",-41.730247,-20.467573,"gbif"
"Amazona vinacea",-49.43527,-28.044815,"gbif"
"Amazona vinacea",-50.868896,-29.207754,"gbif"
"Amazona vinacea",-45.218674,-22.755672,"gbif"
"Amazona vinacea",-43.78961,-21.923529,"gbif"
"Amazona vinacea",-51.448997,-26.987349,"gbif"
"Amazona vinacea",-51.54262,-27.026136,"gbif"
"Amazona vinacea",-49.49466,-26.714731,"gbif"
"Amazona vinacea",-49.437187,-26.876652,"gbif"
"Amazona vinacea",-45.59161,-22.716621,"gbif"
"Amazona vinacea",-45.541553,-22.688992,"gbif"
"Amazona vinacea",-44.576477,-21.604555,"gbif"
"Amazona vinacea",-42.65293,-19.407225,"gbif"
"Amazona vinacea",-42.639507,-19.41854,"gbif"
"Amazona vinacea",-52.450183,-26.478705,"gbif"
"Amazona vinacea",-45.522008,-22.797487,"gbif"
"Amazona vinacea",-45.497208,-22.691178,"gbif"
"Amazona vinacea",-49.56459,-28.061653,"gbif"
"Amazona vinacea",-49.374706,-28.067429,"gbif"
"Amazona vinacea",-49.544434,-28.065458,"gbif"
"Amazona vinacea",-49.47564,-28.134312,"gbif"
"Amazona vinacea",-42.413414,-19.370085,"gbif"
"Amazona vinacea",-41.628807,-19.604359,"gbif"
"Amazona vinacea",-50.12138,-27.102615,"gbif"
"Amazona vinacea",-50.818962,-29.361233,"gbif"
"Amazona vinacea",-48.049774,-25.201033,"gbif"
"Amazona vinacea",-51.0891,-26.22662,"gbif"
"Amazona vinacea",-50.812305,-29.363897,"gbif"
"Amazona vinacea",-48.70592,-25.10292,"gbif"
"Amazona vinacea",-51.074974,-26.153835,"gbif"
"Amazona vinacea",-51.99683,-26.553736,"gbif"
"Amazona vinacea",-51.06144,-26.153671,"gbif"
"Amazona vinacea",-45.500862,-22.693361,"gbif"
"Amazona vinacea",-45.497208,-22.691177,"gbif"
"Amazona vinacea",-46.03455,-22.876167,"gbif"
"Amazona vinacea",-46.034279,-22.876328,"gbif"
"Amazona vinacea",-51.24074,-26.112373,"gbif"
"Amazona vinacea",-50.791573,-27.511967,"gbif"
"Amazona vinacea",-45.506176,-22.699076,"gbif"
"Amazona vinacea",-50.597176,-29.452734,"gbif"
"Amazona vinacea",-50.8152,-29.31951,"gbif"
"Amazona vinacea",-50.809113,-29.312376,"gbif"
"Amazona vinacea",-44.668537,-22.383804,"gbif"
"Amazona vinacea",-50.595722,-29.45158,"gbif"
"Amazona vinacea",-50.18102,-29.218147,"gbif"
"Amazona vinacea",-46.036446,-22.862957,"gbif"
"Amazona vinacea",-44.592968,-22.664314,"gbif"
"Amazona vinacea",-52.027714,-26.222834,"gbif"
"Amazona vinacea",-52.021885,-26.216728,"gbif"
"Amazona vinacea",-42.199215,-20.201193,"gbif"
"Amazona vinacea",-42.198994,-20.199486,"gbif"
"Amazona vinacea",-42.375122,-21.660118,"gbif"
"Amazona vinacea",-42.271347,-20.17345,"gbif"
"Amazona vinacea",-49.509254,-27.965282,"gbif"
"Amazona vinacea",-51.134586,-28.819843,"gbif"
"Amazona vinacea",-49.442326,-27.877748,"gbif"
"Amazona vinacea",-50.61201,-29.451826,"gbif"
"Amazona vinacea",-45.487366,-22.690828,"gbif"
"Amazona vinacea",-50.39389,-29.389723,"gbif"
"Amazona vinacea",-50.876385,-28.983624,"gbif"
"Amazona vinacea",-50.611347,-29.442724,"gbif"
"Amazona vinacea",-42.15181,-19.680864,"gbif"
"Amazona vinacea",-42.40568,-19.332022,"gbif"
"Amazona vinacea",-45.59893,-22.7359,"gbif"
"Amazona vinacea",-52.765003,-28.163542,"gbif"
"Amazona vinacea",-45.811005,-22.745947,"gbif"
"Amazona vinacea",-45.50664,-22.695082,"gbif"
"Amazona vinacea",-45.497116,-22.69151,"gbif"
"Amazona vinacea",-45.491364,-22.691076,"gbif"
"Amazona vinacea",-45.535927,-22.711205,"gbif"
"Amazona vinacea",-49.484547,-27.976612,"gbif"
"Amazona vinacea",-45.593575,-22.631704,"gbif"
"Amazona vinacea",-49.482117,-27.978981,"gbif"
"Amazona vinacea",-42.27987,-20.156586,"gbif"
"Amazona vinacea",-45.72361,-23.769875,"gbif"
"Amazona vinacea",-42.220802,-20.21549,"gbif"
"Amazona vinacea",-49.83212,-27.85777,"gbif"
"Amazona vinacea",-52.149174,-26.056559,"gbif"
"Amazona vinacea",-42.11745,-19.72269,"gbif"
"Amazona vinacea",-52.81526,-27.913567,"gbif"
"Amazona vinacea",-48.834633,-24.51615,"gbif"
"Amazona vinacea",-45.57768,-22.723997,"gbif"
"Amazona vinacea",-48.8809,-24.453846,"gbif"
"Amazona vinacea",-42.281433,-20.157146,"gbif"
"Amazona vinacea",-45.57771,-22.723818,"gbif"
"Amazona vinacea",-50.816666,-28.884787,"gbif"
"Amazona vinacea",-48.644558,-24.400333,"gbif"
"Amazona vinacea",-49.87165,-27.969482,"gbif"
"Amazona vinacea",-49.870525,-27.968906,"gbif"
"Amazona vinacea",-49.88098,-27.95806,"gbif"
"Amazona vinacea",-45.585583,-22.700865,"gbif"
"Amazona vinacea",-45.59326,-22.716358,"gbif"
"Amazona vinacea",-45.593178,-22.716372,"gbif"
"Amazona vinacea",-45.59319,-22.716179,"gbif"
"Amazona vinacea",-49.871716,-27.969574,"gbif"
"Amazona vinacea",-49.870544,-27.969349,"gbif"
"Amazona vinacea",-49.633396,-24.653044,"gbif"
"Amazona vinacea",-42.272785,-20.173044,"gbif"
"Amazona vinacea",-42.279747,-20.156366,"gbif"
"Amazona vinacea",-42.267704,-20.173767,"gbif"
"Amazona vinacea",-49.477528,-26.63035,"gbif"
"Amazona vinacea",-49.33009,-26.607355,"gbif"
"Amazona vinacea",-49.376247,-26.551525,"gbif"
"Amazona vinacea",-51.87378,-26.152815,"gbif"
"Amazona vinacea",-50.325,-29.499,"gbif"
"Amazona vinacea",-51.992405,-26.483538,"gbif"
"Amazona vinacea",-50.485363,-27.822397,"gbif"
"Amazona vinacea",-50.197514,-28.267675,"gbif"
"Amazona vinacea",-45.62718,-22.721725,"gbif"
"Amazona vinacea",-51.894485,-25.779743,"gbif"
"Amazona vinacea",-48.80948,-25.098722,"gbif"
"Amazona vinacea",-51.02145,-27.535501,"gbif"
"Amazona vinacea",-46.031902,-22.859337,"gbif"
"Amazona vinacea",-45.39259,-22.617435,"gbif"
"Amazona vinacea",-45.615963,-22.769058,"gbif"
"Amazona vinacea",-50.59783,-24.291033,"gbif"
"Amazona vinacea",-50.878426,-29.394203,"gbif"
"Amazona vinacea",-51.582954,-25.893742,"gbif"
"Amazona vinacea",-43.865227,-21.987356,"gbif"
"Amazona vinacea",-49.47991,-26.897694,"gbif"
"Amazona vinacea",-49.53019,-26.26845,"gbif"
"Amazona vinacea",-42.154625,-19.682245,"gbif"
"Amazona vinacea",-51.013065,-26.780613,"gbif"
"Amazona vinacea",-49.86852,-28.518099,"gbif"
"Amazona vinacea",-49.261852,-26.203512,"gbif"
"Amazona vinacea",-45.52121,-22.69563,"gbif"
"Amazona vinacea",-50.829823,-29.354458,"gbif"
"Amazona vinacea",-46.035946,-22.86138,"gbif"
"Amazona vinacea",-49.27205,-27.818598,"gbif"
"Amazona vinacea",-45.56929,-22.725803,"gbif"
"Amazona vinacea",-51.07107,-26.170952,"gbif"
"Amazona vinacea",-51.125053,-26.13263,"gbif"
"Amazona vinacea",-51.16534,-26.11781,"gbif"
"Amazona vinacea",-51.053032,-26.138601,"gbif"
"Amazona vinacea",-51.746624,-26.832401,"gbif"
"Amazona vinacea",-45.534225,-22.68785,"gbif"
"Amazona vinacea",-45.478832,-22.690464,"gbif"
"Amazona vinacea",-50.59714,-28.68895,"gbif"
"Amazona vinacea",-50.049004,-27.844707,"gbif"
"Amazona vinacea",-45.5987,-22.736872,"gbif"
"Amazona vinacea",-46.030685,-22.8519,"gbif"
"Amazona vinacea",-52.030872,-26.226475,"gbif"
"Amazona vinacea",-46.030426,-22.860714,"gbif"
"Amazona vinacea",-45.561626,-22.726923,"gbif"
"Amazona vinacea",-45.557625,-22.73622,"gbif"
"Amazona vinacea",-50.50345,-29.319885,"gbif"
"Amazona vinacea",-53.259636,-26.357958,"gbif"
"Amazona vinacea",-43.42475,-20.415442,"gbif"
"Amazona vinacea",-53.285965,-26.304956,"gbif"
"Amazona vinacea",-51.426617,-26.943537,"gbif"
